Radius_[mm],Normalized_Integrated_Intensity,slice_2,slice_3,slice_4,slice_5,slice_6,slice_7,slice_8,slice_9,slice_10,slice_11,slice_12,slice_13,slice_14,slice_15,slice_16,slice_17,slice_18,slice_19,slice_20,slice_21,slice_22,slice_23,slice_24,slice_25,slice_26,slice_27,slice_28,slice_29,slice_30,slice_31,slice_32,slice_33,slice_34,slice_35,slice_36,slice_37,slice_38,slice_39,slice_40,slice_41,slice_42,slice_43,slice_44,slice_45,slice_46,slice_47,slice_48,slice_49,slice_50,slice_51,slice_52,slice_53,slice_54,slice_55,slice_56,slice_57,slice_58,slice_59,slice_60,slice_61,slice_62,slice_63,slice_64,slice_65,slice_66,slice_67,slice_68,slice_69,slice_70,slice_71,slice_72,slice_73,slice_74,slice_75,slice_76,slice_77,slice_78,slice_79,slice_80,slice_81,slice_82,slice_83,slice_84,slice_85,slice_86,slice_87,slice_88,slice_89,slice_90,slice_91,slice_92,slice_93,slice_94,slice_95,slice_96,slice_97,slice_98,slice_99,slice_100,slice_101,slice_102,slice_103,slice_104,slice_105
0.16630,189.6562,186.6875,183.8750,180.9531,177.8438,175.0625,171.5781,168.7031,165.8594,162.6875,159.9375,156.2969,152.1094,148.1875,144.1875,139.7188,134.5469,129.3281,125.3281,120.9219,117.0938,113.5625,110.4062,107.7031,105.8281,104.3594,103.0781,102.1250,101.6875,101.5156,101.6562,102.1875,102.5000,103.1094,103.8906,104.0000,104.2500,104.500,105.062,105.000,105.297,105.391,105.594,105.438,105.500,105.391,105.469,105.594,105.469,105.641,105.5469,105.6875,105.7812,105.5312,106.0000,106.3750,106.2031,106.0938,106.5781,106.6406,106.7969,106.8125,107.4531,107.4062,107.6094,107.7344,108.2500,108.3438,108.7656,109.0312,109.4375,109.5312,109.9688,110.3438,110.5781,110.8906,111.3438,111.5000,111.7812,111.8281,112.0938,112.6719,112.7969,113.2969,113.5312,113.8125,114.2344,114.2500,114.9688,115.1562,115.5156,115.7969,116.0156,116.5000,116.6875,117.2031,117.2500,117.9844,118.1094,118.4844,118.6875,118.8750,118.8906,119.3906,119.5938
0.18142,189.6413,186.5761,183.8370,180.9022,177.9022,174.8152,171.5000,168.6304,166.0761,162.6087,159.5870,155.9456,152.1087,148.0761,144.2283,139.5000,134.7283,129.4565,125.4348,120.9130,117.3913,113.8043,110.3804,108.2717,106.0761,104.6522,103.5435,102.6196,102.3152,101.8152,102.1739,102.4891,103.1413,103.4783,104.0543,104.3043,104.5543,104.957,105.348,105.489,105.598,105.554,105.609,105.674,105.707,105.609,105.728,105.598,105.815,105.870,105.8152,105.9348,106.0543,105.8804,106.2391,106.4022,106.4022,106.6522,106.6522,106.8261,107.0217,107.2391,107.7174,107.3804,107.8804,108.0543,108.4457,108.6848,108.9022,109.1957,109.4783,109.7283,110.1630,110.3478,110.6630,110.9891,111.3043,111.6739,111.7826,111.8696,112.3913,112.8261,113.0435,113.3804,113.7065,113.9674,114.2717,114.7500,114.8478,115.1087,115.6196,115.9457,116.2283,116.5000,116.7500,116.8587,116.9674,117.3804,117.6957,117.7065,118.1304,118.3587,118.5652,118.6196,119.1848
0.19654,189.3289,186.3553,183.5395,180.3026,177.6842,174.4868,171.3684,168.0395,165.6974,162.3816,159.4605,155.7632,151.9342,147.9868,144.0395,139.2368,134.5789,129.5000,125.2368,121.0658,117.3684,114.0000,111.0526,108.7895,106.5658,104.9868,103.8684,103.1184,102.7368,102.4342,102.5132,102.6316,103.0921,104.0395,104.4737,104.8289,105.1447,105.224,105.671,105.987,105.921,106.132,105.895,106.092,106.197,106.079,105.908,105.987,106.184,105.961,105.9211,106.3553,106.3553,106.2632,106.3026,106.4474,106.6579,106.6974,106.7632,107.0789,107.2500,107.3421,107.6184,107.6711,108.1053,108.1316,108.1974,108.4737,109.0263,109.2895,109.8289,109.5921,110.0395,110.4737,110.7237,110.9079,111.3158,111.5921,111.6579,111.8026,112.3816,112.6974,112.9605,113.5921,113.4737,113.8816,114.1184,114.5658,114.7895,115.1711,115.3158,115.7105,115.9211,116.3026,116.7237,116.2500,116.3684,116.5921,116.9605,117.3289,117.3947,117.6579,118.0789,117.8816,118.3816
0.21165,189.3600,186.4700,183.6100,180.5400,177.5000,174.3500,171.1700,168.3000,165.5400,162.7300,159.7900,156.2500,152.3300,148.2000,144.3100,139.7100,134.7400,129.8000,125.5600,121.5300,117.9200,114.4600,111.2000,108.6600,106.7100,105.2800,104.0000,103.2300,102.5800,102.2000,102.4500,102.8300,103.4100,103.9400,104.4000,104.6400,105.0700,105.350,105.580,105.700,105.760,105.870,105.780,105.880,106.010,105.680,105.770,105.630,105.880,105.750,105.7500,105.9200,105.9100,105.9300,106.3500,106.2800,106.5600,106.3300,106.5700,106.6700,106.7200,106.8900,107.1700,107.3200,107.6100,107.9300,108.0300,108.0900,108.8000,109.0600,109.3500,109.3400,109.7300,109.9200,110.0800,110.6200,110.8400,111.2100,111.2400,111.7000,111.9300,112.3500,112.6700,113.0200,113.2900,113.4500,114.0600,114.0800,114.4600,114.6200,115.0800,115.3400,115.4200,116.0200,116.3000,115.6200,115.6000,116.1900,116.1800,116.5000,116.7200,116.9200,117.1100,117.5800,117.9200
0.22677,189.6979,186.6146,183.6979,180.7083,177.4062,174.1875,171.1354,168.3542,165.6042,162.6562,159.4271,156.0729,152.2917,148.2812,144.1771,139.7708,134.8750,129.9167,125.5729,121.6146,117.7292,114.5833,111.4167,108.4375,106.4583,104.7396,103.7188,102.9375,102.2396,102.0625,102.3125,102.4896,102.9479,103.4583,104.0938,104.1979,104.6146,105.021,105.052,105.312,105.406,105.490,105.385,105.396,105.406,105.427,105.469,105.396,105.500,105.406,105.4271,105.4583,105.6771,105.3438,105.7917,106.0208,106.1042,106.0000,106.2188,106.4375,106.3021,106.6979,106.9479,106.8021,107.3229,107.4583,107.4479,107.8750,108.3333,108.4062,108.6875,108.9583,109.6771,109.6771,110.0625,110.1979,110.5000,110.8646,111.3021,111.3021,111.6250,112.0312,112.3854,112.4583,112.7917,113.2604,113.5312,113.5729,114.0208,114.1667,114.4688,114.9479,115.2188,115.7083,115.9583,114.8229,114.6562,115.2917,115.2188,115.3958,115.8229,115.9896,116.0625,116.5104,116.9479
0.24189,189.4400,186.4000,183.4500,180.2700,177.1300,173.9200,170.8900,168.1600,165.3700,161.7900,158.8400,154.8800,151.2500,147.2700,143.2400,138.8200,133.9400,129.1800,125.1500,120.9100,116.9000,113.7900,110.6600,108.0400,106.0400,104.3500,103.3600,102.4600,101.8300,101.4200,101.7400,101.9000,102.5900,103.0100,103.4900,103.9000,104.0900,104.360,104.710,104.780,104.800,104.850,104.900,104.840,104.870,104.840,104.730,104.700,104.550,104.720,104.6100,104.6500,104.8400,104.7700,105.1700,104.9500,105.2200,105.1100,105.1200,105.4700,105.4900,105.7400,106.1100,105.9600,106.1500,106.4500,106.6800,106.9800,107.3200,107.5300,107.7200,107.9000,108.3600,108.5600,108.6700,109.2200,109.2900,109.8200,110.1000,110.1300,110.4800,110.9000,111.1900,111.3700,111.6000,112.0600,112.5600,112.6300,112.9100,113.1300,113.4900,113.5700,114.0300,114.4900,114.6600,114.2100,114.0500,114.4200,114.6300,114.8500,115.0700,115.3600,115.5000,115.7900,116.1800
0.25701,188.8704,185.7222,182.6111,179.3148,176.0926,172.6944,169.6389,166.5185,163.6389,160.7963,157.1111,153.6852,149.5648,145.4259,141.3889,137.1481,132.3981,127.5093,123.3519,119.3426,115.4722,112.1481,109.1204,106.7130,104.4537,102.8611,101.6667,101.0370,100.4722,100.0741,100.3148,100.5093,101.1944,101.3704,102.2315,102.3148,102.6574,102.898,103.306,103.380,103.435,103.731,103.444,103.435,103.491,103.407,103.296,103.444,103.454,103.435,103.5741,103.5556,103.4630,103.6481,103.7500,103.9907,103.8519,103.9630,104.2315,104.4352,104.3796,104.6019,105.1111,104.7593,105.3056,105.6296,105.8426,105.9815,106.3611,106.4815,106.8796,107.0833,107.3981,107.8241,107.9444,108.4259,108.4722,109.0000,109.0648,109.3241,109.6852,110.0926,110.3889,110.5556,110.8981,111.0093,111.2963,111.6759,112.1574,112.3426,112.6204,112.9630,113.2870,113.7407,114.0833,113.2870,113.3148,113.6574,114.0741,114.1111,114.3426,114.5833,114.8704,114.8981,115.4074
0.27213,187.4423,183.7404,180.7212,177.6442,174.4808,171.1442,167.7212,164.7115,161.8750,159.0288,155.8077,151.8077,147.9038,143.7596,139.7981,135.1827,130.6154,125.7404,121.5096,117.4615,113.6827,110.5962,107.2404,104.5865,102.5673,101.0385,100.0673,99.3077,98.5673,98.2596,98.4423,98.6635,99.2692,99.9327,100.4231,100.4808,100.9904,101.394,101.567,101.846,101.846,102.029,101.846,101.846,101.731,101.817,102.019,101.846,101.904,101.971,101.7404,101.9423,102.2115,101.9519,102.3558,102.4519,102.5577,102.6346,102.6058,102.8654,103.0481,102.9712,103.6058,103.5096,103.7885,104.0096,104.3365,104.6058,104.9135,105.0673,105.3654,105.8558,106.2212,106.3942,106.6154,106.9615,107.2019,107.6923,107.8365,108.1154,108.4808,108.7788,109.0673,109.5096,109.7788,109.9712,110.5000,110.6827,110.9808,111.4135,111.6058,112.0096,112.3365,112.5288,112.9423,112.7885,112.6346,113.0288,113.4519,113.7885,113.9135,113.9327,114.5288,114.6923,114.9135
0.28725,187.6689,184.1960,181.0473,177.7297,174.6824,171.3378,168.0338,165.2162,162.5000,159.2095,156.3311,152.2095,148.5946,144.3108,140.7297,136.0000,131.3176,126.5405,122.3513,118.2568,114.5541,111.2703,108.1487,105.5743,103.6757,101.8041,100.8311,99.9797,99.3041,98.9459,99.1149,99.4189,99.8919,100.3784,101.0405,101.3108,101.5338,101.696,102.027,102.331,102.365,102.372,102.358,102.372,102.486,102.264,102.419,102.405,102.318,102.365,102.4054,102.4595,102.7297,102.5203,102.8649,102.9392,102.8851,103.0338,103.1959,103.3649,103.3581,103.7297,103.8851,103.8851,104.1757,104.5000,104.6351,104.7297,105.2365,105.3851,105.7568,106.0405,106.4054,106.5946,106.6554,107.4797,107.4595,107.7770,108.0541,108.1689,108.4730,108.8851,109.3311,109.4527,109.7230,109.9595,110.4932,110.8581,111.2027,111.2838,111.6622,111.9324,112.1284,112.6149,112.9865,113.4189,113.4527,113.8784,114.2838,114.6081,114.8446,114.9730,115.3243,115.3987,115.8311
0.30236,187.7177,184.2339,181.1129,177.6694,174.7581,171.5806,168.1532,164.8145,162.4113,159.1129,155.9194,152.2177,148.2984,144.5323,140.5645,136.1048,131.2661,126.4839,122.4194,118.3790,114.5323,111.4758,108.4355,105.8871,103.7661,102.1290,101.2500,100.2742,99.6452,99.3629,99.3871,99.5968,100.3952,100.6694,101.2823,101.4194,102.0242,102.339,102.371,102.597,102.589,102.903,102.895,102.960,102.790,102.766,102.806,102.734,102.726,102.677,102.5323,102.7500,102.9677,102.9274,103.0645,103.1855,103.1694,103.3145,103.5000,103.5645,103.6048,103.8064,104.1129,104.0564,104.3952,104.6936,104.7742,104.7903,105.4274,105.5645,105.8871,106.1210,106.4274,106.7903,106.8790,107.3952,107.5806,107.9274,108.1290,108.3145,108.6613,109.0645,109.4516,109.7903,109.9355,110.2177,110.8145,110.8871,111.2419,111.4919,111.8306,112.0242,112.3710,112.8306,112.9597,114.2177,114.1290,114.6452,114.9355,115.0806,115.4758,115.8226,116.1855,116.2823,116.6694
0.31748,187.9242,184.5682,181.4848,178.2273,175.1667,171.7348,168.6591,165.5833,162.8333,159.6212,156.4924,152.8636,149.1515,145.1515,141.3030,136.9848,132.3409,127.6061,123.2727,119.3485,115.5076,112.4470,109.1364,106.6439,104.6136,102.9924,101.8409,101.1061,100.4697,100.1212,100.1667,100.4773,101.1288,101.5303,102.1970,102.2727,102.6818,102.917,103.250,103.364,103.500,103.644,103.515,103.545,103.508,103.394,103.409,103.523,103.568,103.553,103.6212,103.6515,103.7500,103.6515,103.9091,104.0758,104.0833,104.1970,104.3864,104.4697,104.5606,104.6591,105.1136,104.9924,105.4091,105.6591,105.7652,105.7652,106.2045,106.5000,106.8561,107.0000,107.5379,107.7121,107.8788,108.4015,108.3561,108.9015,109.0758,109.2576,109.6364,110.0152,110.4015,110.5758,110.8636,111.0530,111.6061,111.6667,112.2879,112.4091,112.6742,113.0000,113.2879,113.7879,113.9773,114.9848,114.9242,115.3561,115.6591,116.0152,116.3258,116.4773,116.5379,117.0076,117.2652
0.33260,188.7868,185.3382,182.4044,179.3529,176.1029,172.7279,169.6397,166.5441,163.8676,160.6985,157.6618,153.8971,150.0221,146.0074,142.4265,138.0368,133.1765,128.2353,124.0515,120.0809,116.1618,112.8529,109.7353,107.1838,105.0809,103.6471,102.3676,101.5074,100.9559,100.6765,100.8824,101.0221,101.5000,102.2206,102.8676,102.8971,103.3088,103.684,103.853,104.206,104.140,104.294,104.287,104.250,104.287,104.096,104.250,104.191,104.316,104.324,104.1985,104.3824,104.4485,104.3603,104.7794,104.7426,104.7721,104.8309,105.0441,105.2059,105.2647,105.4412,105.7059,105.6691,106.1029,106.3676,106.5735,106.5515,107.1029,107.3088,107.7353,107.8015,108.2721,108.4338,108.5735,109.1838,109.2647,109.6985,110.0147,110.2132,110.3235,110.7574,111.1103,111.1912,111.6029,111.8529,112.1691,112.4191,112.8015,113.0074,113.4926,113.6985,113.9632,114.4044,114.5809,115.2941,115.4853,115.6838,116.2794,116.4926,116.7721,117.0882,117.1397,117.4191,117.7353
0.34772,189.7230,186.3108,183.2500,180.1554,177.0203,174.0608,170.8311,167.9054,165.2838,161.7905,159.0946,155.4527,151.4865,147.3716,143.4392,139.2365,134.2973,129.5338,125.0473,121.0135,116.8311,113.6959,110.5473,108.0473,105.9392,104.2432,103.1419,102.2838,101.7095,101.5203,101.7095,101.7027,102.4730,102.8446,103.3446,103.6892,104.0000,104.047,104.547,104.750,104.764,104.601,104.723,104.784,104.838,104.709,104.676,104.858,104.791,104.892,104.7973,104.8446,104.8784,104.7973,105.2635,105.2568,105.3581,105.2635,105.5203,105.6284,105.5743,105.8513,106.2905,106.1892,106.4662,106.7703,107.0135,106.9662,107.5946,107.6622,108.1149,108.2905,108.8041,109.0743,109.1487,109.5811,109.7703,110.0946,110.2500,110.4392,110.8311,111.3649,111.4527,111.7230,112.0405,112.3446,112.7905,113.0541,113.3378,113.6892,113.8176,114.1757,114.4189,114.8446,115.1622,116.1284,116.0000,116.4257,116.8311,117.1757,117.5270,117.5473,117.7500,118.0405,118.4595
0.36284,189.6098,186.4451,183.4390,180.4756,177.0915,174.2073,171.0000,168.0305,165.4878,162.4573,159.3659,155.7317,151.6463,147.7927,143.8415,139.5061,134.3781,129.3293,125.0488,120.9207,116.9329,113.5793,110.4390,107.7195,105.8049,104.0793,102.9268,102.2744,101.7195,101.1524,101.4512,101.6951,102.3963,102.8049,103.4756,103.7866,104.1037,104.433,104.482,104.762,104.780,104.927,104.915,104.866,104.921,104.854,104.963,104.963,104.945,105.061,105.0366,105.0793,105.1281,105.1341,105.3841,105.4634,105.4817,105.6951,105.8049,105.8963,106.1951,106.2683,106.6890,106.6585,107.0549,107.2317,107.5000,107.4085,108.0610,108.2683,108.5427,108.6402,109.0976,109.4451,109.7683,110.0244,110.1524,110.5427,110.6829,111.0976,111.4756,111.6768,111.9634,112.2012,112.5244,112.8659,113.3171,113.5610,113.8232,114.0305,114.4329,114.6951,115.1098,115.4817,115.8415,116.3963,116.4451,116.9207,117.2317,117.4268,117.6890,118.0610,118.1890,118.4512,118.7195
