Radius_[mm],Normalized_Integrated_Intensity,slice_2,slice_3,slice_4,slice_5,slice_6,slice_7,slice_8,slice_9,slice_10,slice_11,slice_12,slice_13,slice_14,slice_15,slice_16,slice_17,slice_18,slice_19,slice_20,slice_21,slice_22,slice_23,slice_24,slice_25,slice_26,slice_27,slice_28,slice_29,slice_30,slice_31,slice_32,slice_33,slice_34,slice_35,slice_36,slice_37,slice_38,slice_39,slice_40,slice_41,slice_42,slice_43,slice_44,slice_45,slice_46,slice_47,slice_48,slice_49,slice_50,slice_51,slice_52,slice_53,slice_54,slice_55,slice_56,slice_57,slice_58,slice_59,slice_60,slice_61,slice_62,slice_63,slice_64,slice_65,slice_66,slice_67,slice_68,slice_69,slice_70,slice_71,slice_72,slice_73,slice_74,slice_75,slice_76,slice_77,slice_78,slice_79,slice_80,slice_81,slice_82,slice_83,slice_84,slice_85,slice_86,slice_87,slice_88,slice_89,slice_90,slice_91,slice_92,slice_93,slice_94,slice_95,slice_96,slice_97,slice_98,slice_99,slice_100,slice_101,slice_102,slice_103,slice_104,slice_105
0.87685,188.2124,185.2849,182.3871,179.4839,176.4651,173.4489,170.2849,167.5000,164.8199,161.6183,158.8414,155.2984,151.6747,147.8065,143.9785,139.3952,134.5054,129.5995,125.2634,120.8871,117.1263,113.7607,110.5538,107.9274,105.8952,104.2285,102.9946,102.1479,101.5484,101.0780,101.2500,101.5699,102.1290,102.6747,103.2742,103.6801,103.9704,104.212,104.567,104.567,104.734,104.849,104.831,104.772,104.815,104.750,104.855,104.817,104.793,104.739,104.7070,104.8763,104.8656,104.9355,105.2634,105.2419,105.4086,105.4140,105.6021,105.7500,105.7177,105.8737,106.2366,106.0591,106.6694,106.9194,107.0887,107.2446,107.6129,107.8925,108.1263,108.5215,108.8253,108.9651,109.2016,109.5323,109.8118,110.2903,110.4328,110.6183,110.9785,111.2876,111.6694,111.7634,112.2500,112.4597,112.7446,113.0941,113.4597,113.7419,114.0081,114.3091,114.6048,115.0780,115.2419,115.5914,115.5968,115.9758,116.4247,116.5860,116.8790,117.0215,117.3495,117.6694,117.9489
0.89197,187.9773,184.7983,181.8665,179.0483,175.9091,172.9403,169.7983,167.1562,164.4631,161.3722,158.4119,155.0597,151.3210,147.4148,143.6534,139.3324,134.4062,129.4347,125.1875,121.0682,117.1534,113.7614,110.5227,107.9915,105.9318,104.2216,103.0256,102.0597,101.5256,101.0426,101.3295,101.6818,102.0341,102.6165,103.0938,103.6051,103.8494,104.108,104.435,104.540,104.585,104.665,104.730,104.744,104.716,104.767,104.705,104.787,104.753,104.778,104.6562,104.7415,104.8636,104.7727,105.2188,105.1989,105.2415,105.3040,105.5114,105.6875,105.7017,105.8608,106.2244,106.1733,106.3977,106.8778,106.9403,107.1847,107.5000,107.9148,108.0881,108.3523,108.7500,108.9062,109.2642,109.5369,109.8068,110.1250,110.3722,110.5028,110.8835,111.1136,111.5170,111.8750,112.1449,112.4517,112.7926,113.0398,113.4545,113.6619,113.9233,114.2301,114.5938,114.9403,115.1960,115.3409,115.5369,115.8580,116.2898,116.5710,116.6932,117.1222,117.1932,117.5426,117.7273
0.90709,188.1068,184.9757,182.1481,179.1432,176.0073,173.0728,169.9879,167.2597,164.5680,161.5388,158.6481,155.2063,151.5534,147.6238,143.9466,139.6578,134.6238,129.7500,125.3325,121.2257,117.4053,113.9296,110.8277,108.2621,106.2087,104.4078,103.3083,102.3398,101.7888,101.4515,101.6165,101.8374,102.3762,102.8786,103.4393,103.8956,104.2451,104.476,104.755,104.813,104.823,104.971,105.049,104.985,104.968,105.029,105.073,104.968,104.913,105.002,104.9563,105.0485,105.0243,105.1068,105.3398,105.3568,105.4053,105.5874,105.6796,105.8252,105.8835,106.0437,106.4296,106.4515,106.7816,107.0316,107.0971,107.3301,107.6845,108.0801,108.3714,108.5777,108.8641,109.0995,109.3835,109.7767,109.9757,110.3689,110.5728,110.7573,111.0947,111.4951,111.7039,111.9393,112.3350,112.5146,112.9539,113.1165,113.5534,113.8422,114.2112,114.4102,114.7087,115.1869,115.4175,115.7743,115.7646,116.1408,116.5000,116.8616,117.0267,117.1990,117.4782,117.7112,117.9466
0.92221,187.7419,184.8495,181.9973,179.0995,175.9220,172.9597,169.9973,167.1344,164.5511,161.5430,158.7339,155.2608,151.5188,147.7285,144.0457,139.6183,134.7366,129.9113,125.3952,121.2473,117.4812,114.0511,110.8038,108.2446,106.1425,104.5457,103.2634,102.3199,101.7715,101.3226,101.5887,101.7339,102.2527,102.8871,103.3952,103.8441,104.0349,104.355,104.583,104.782,104.812,104.992,104.925,104.952,104.960,104.941,104.968,104.895,104.855,104.968,104.8871,105.0107,104.9059,105.0054,105.4462,105.4597,105.4220,105.4543,105.6371,105.8306,105.8306,106.0349,106.3280,106.2876,106.6021,107.0269,107.1774,107.2339,107.7312,107.9355,108.2285,108.4570,108.7876,109.0081,109.2823,109.6613,109.8548,110.2581,110.5457,110.5995,111.0323,111.4543,111.7823,111.8817,112.2097,112.5699,112.7876,113.2258,113.5538,113.7903,114.1344,114.3817,114.6317,115.0914,115.3683,115.6801,115.9113,116.1828,116.5780,116.8118,117.0511,117.2607,117.4597,117.8548,118.1613
0.93733,188.1311,185.0947,182.1456,179.2209,176.1917,173.0752,170.1796,167.3398,164.8155,161.8811,159.0461,155.4733,151.7524,147.7257,144.1044,139.7403,135.0194,130.0291,125.5680,121.3592,117.5728,113.9539,110.9345,108.2646,106.1917,104.5000,103.3835,102.3811,101.7500,101.4296,101.5631,101.7500,102.2888,102.7816,103.3665,103.8034,104.1408,104.473,104.680,104.808,104.871,104.867,104.903,104.857,104.961,104.883,104.852,104.811,104.772,104.959,104.8325,104.9175,104.9976,105.0291,105.2913,105.3422,105.3786,105.4733,105.7403,105.7888,105.9393,106.0874,106.3471,106.4223,106.6917,106.9466,107.1602,107.2573,107.7233,107.9903,108.2330,108.4587,108.8083,109.0437,109.2354,109.7160,109.9078,110.3083,110.4903,110.6311,111.1262,111.3447,111.7427,111.9587,112.2476,112.5340,112.8811,113.2864,113.5728,113.8471,114.0874,114.4223,114.7864,115.1262,115.2985,115.7864,115.9369,116.3471,116.5801,116.7306,117.1359,117.2913,117.5680,117.8519,118.2063
0.95244,188.3880,185.0990,182.2318,179.2031,176.4271,173.2214,170.2240,167.5234,164.9505,161.9010,159.0599,155.4401,151.7552,147.8620,144.1536,139.7292,134.8047,129.8620,125.5417,121.2943,117.4036,114.0260,110.8516,108.1667,106.1745,104.4818,103.2344,102.3750,101.6120,101.2891,101.4427,101.6693,102.1667,102.6693,103.2630,103.7812,104.0781,104.323,104.560,104.693,104.820,104.828,104.854,104.766,104.789,104.758,104.812,104.826,104.802,104.776,104.7500,104.8958,105.0078,104.8672,105.1979,105.2057,105.3151,105.4688,105.5182,105.6536,105.7760,105.8880,106.1745,106.2161,106.5234,106.9271,106.9036,107.1042,107.6146,107.9010,107.9844,108.3307,108.7292,108.9688,109.1068,109.5234,109.7865,110.1016,110.3828,110.5078,110.8984,111.0859,111.4948,111.7786,112.0495,112.2552,112.8177,112.9635,113.4245,113.6562,113.9714,114.1589,114.4531,114.8177,115.2474,115.5703,115.6406,116.0729,116.3828,116.6120,116.9297,117.1328,117.3854,117.6562,117.9609
0.96756,188.1364,185.2424,182.2146,179.4722,176.3763,173.3687,170.3409,167.5859,164.9293,161.9015,159.0682,155.5606,151.7525,147.8081,144.1970,139.7045,134.7399,129.9646,125.6515,121.4444,117.6162,114.2121,110.9040,108.3535,106.2121,104.4924,103.3005,102.3838,101.7904,101.2854,101.4924,101.7222,102.2121,102.6591,103.2652,103.8333,104.0404,104.351,104.482,104.712,104.689,104.869,104.876,104.843,104.836,104.707,104.694,104.750,104.770,104.821,104.7702,104.7828,104.9419,104.8005,105.1616,105.1869,105.3005,105.3030,105.3813,105.5758,105.7071,105.9091,106.2197,106.1894,106.5101,106.8586,106.8889,107.1212,107.6010,107.7247,107.9874,108.2879,108.6010,108.7929,109.0859,109.4545,109.6540,110.0051,110.3485,110.5707,110.7424,111.1768,111.5909,111.6944,112.0404,112.3409,112.6465,112.9369,113.3359,113.4672,114.0152,114.1263,114.4596,115.0000,115.1263,115.3409,115.4015,115.8333,116.0581,116.4192,116.6667,117.0000,117.1364,117.5429,117.7677
0.98268,187.8878,184.9159,181.9860,179.0584,176.0724,173.1192,170.0350,167.3178,164.6729,161.7827,158.9486,155.4159,151.7290,147.8341,144.1378,139.7033,134.7944,130.0000,125.7243,121.5724,117.6051,114.1215,110.8458,108.3084,106.2453,104.5187,103.3131,102.4019,101.6939,101.2874,101.4089,101.7173,102.1986,102.7360,103.3178,103.7033,104.0771,104.313,104.558,104.750,104.776,104.794,104.897,104.918,104.846,104.886,104.839,104.829,104.825,104.822,104.7780,104.9720,105.1005,104.8972,105.2173,105.2430,105.2874,105.3435,105.5748,105.7453,105.7921,105.9322,106.3411,106.1893,106.6636,106.9299,107.0771,107.2523,107.5981,107.8107,108.0818,108.3738,108.7243,108.9696,109.2009,109.4907,109.8061,110.1005,110.3154,110.4907,110.9206,111.2687,111.5794,111.7360,112.1636,112.3995,112.6472,113.0444,113.3598,113.5631,113.9346,114.1776,114.4369,114.9299,115.2220,115.4089,115.3855,115.8224,116.2009,116.3949,116.6285,116.9790,117.0117,117.3107,117.7290
0.99780,187.9639,184.7620,181.9832,179.1322,176.1779,173.1442,170.0337,167.0938,164.5144,161.5601,158.6779,155.1274,151.4471,147.5673,143.7548,139.4712,134.6562,129.7812,125.3510,121.0769,117.3029,113.6827,110.5986,107.9856,105.8870,104.2812,103.0601,102.0385,101.4183,100.9591,101.0889,101.3678,101.7332,102.3558,102.9495,103.3678,103.7308,104.038,104.276,104.389,104.413,104.560,104.555,104.603,104.538,104.502,104.435,104.361,104.531,104.558,104.5120,104.6130,104.5817,104.5769,104.8774,104.8894,105.0072,105.0120,105.3221,105.3606,105.4808,105.7067,106.0144,105.8197,106.1971,106.5986,106.6466,106.8245,107.2452,107.5505,107.8197,108.0288,108.4784,108.6442,108.9038,109.2620,109.4760,109.8726,110.0721,110.2380,110.6803,111.0337,111.4712,111.5409,111.9639,112.1755,112.5673,112.7909,113.1731,113.4423,113.7740,114.0457,114.3077,114.7308,114.9111,115.1562,115.2452,115.6490,116.0264,116.2332,116.4856,116.6755,116.8029,117.1106,117.5769
1.01292,187.5138,184.5046,181.7294,178.7615,175.7752,172.6468,169.6537,166.9541,164.2752,161.3716,158.4404,154.9977,151.2913,147.4473,143.7523,139.2982,134.4473,129.6606,125.2615,121.1055,117.2798,113.7638,110.5298,107.9564,105.7431,103.9885,102.8876,101.9404,101.2683,100.8303,101.0780,101.2592,101.6835,102.2752,102.8280,103.3211,103.4564,103.791,104.096,104.252,104.319,104.406,104.463,104.335,104.326,104.351,104.328,104.314,104.220,104.273,104.1766,104.4495,104.5023,104.3647,104.7317,104.8326,104.7982,104.9037,105.0642,105.1239,105.3211,105.4839,105.6743,105.8257,106.1124,106.3073,106.5023,106.7661,107.1078,107.3349,107.6766,107.9106,108.2982,108.3876,108.6583,109.1078,109.3372,109.5917,109.7775,110.1124,110.3853,110.8005,111.1307,111.3509,111.7018,112.0000,112.3440,112.6927,112.9748,113.2110,113.4541,113.7706,114.0183,114.4473,114.7683,114.9587,115.1353,115.5069,115.7431,116.0711,116.2523,116.5161,116.7798,116.9977,117.4060
1.02803,187.3301,184.3641,181.5364,178.6578,175.6505,172.5583,169.6165,166.8665,164.1262,161.1262,158.4126,154.9248,151.2039,147.4175,143.6723,139.3786,134.4223,129.7087,125.3689,121.1893,117.3738,113.8932,110.6189,108.0049,105.7864,104.0607,102.9563,102.1044,101.3665,100.9296,101.0243,101.2694,101.6820,102.2549,102.8471,103.3034,103.5388,103.721,104.119,104.238,104.269,104.369,104.330,104.493,104.311,104.451,104.325,104.405,104.333,104.282,104.2136,104.4417,104.4539,104.3495,104.7160,104.6917,104.8204,104.8932,104.9927,105.2063,105.2913,105.3301,105.7379,105.7621,106.1141,106.3277,106.5534,106.7427,107.0267,107.3641,107.5461,107.8544,108.2233,108.4102,108.7767,109.0850,109.2282,109.5825,109.8155,110.1456,110.4345,110.6723,111.0971,111.2888,111.6578,111.8544,112.3107,112.5485,112.8228,113.1141,113.4272,113.6869,114.0194,114.3835,114.6116,114.9830,115.0607,115.3908,115.6772,116.0194,116.2985,116.5437,116.6116,117.1068,117.2549
1.04315,187.1482,184.2212,181.2367,178.5376,175.4292,172.4557,169.3982,166.7257,163.9026,160.9934,158.1416,154.6925,150.9889,147.2566,143.5620,139.1549,134.1991,129.3872,125.1637,120.9380,117.1792,113.8097,110.4934,107.9270,105.7301,104.0022,102.8075,101.9801,101.2544,100.8938,101.0376,101.2699,101.7345,102.1549,102.7146,103.1748,103.4137,103.765,103.931,104.204,104.283,104.321,104.381,104.438,104.440,104.341,104.303,104.321,104.305,104.212,104.1792,104.3451,104.4226,104.3252,104.6195,104.7345,104.8186,104.9314,105.0509,105.1482,105.2434,105.3938,105.6726,105.7212,106.1106,106.3363,106.4757,106.6770,107.0044,107.2876,107.5089,107.7257,108.1571,108.4425,108.6438,108.9535,109.1903,109.5841,109.7500,110.0111,110.3673,110.6792,110.9646,111.1438,111.5111,111.8407,112.1018,112.4668,112.7367,113.1305,113.3650,113.6350,113.8827,114.3075,114.5465,114.8872,114.9801,115.3274,115.6593,115.9491,116.1726,116.4292,116.6726,116.9004,117.1394
1.05827,187.1205,184.1386,181.1909,178.3341,175.5523,172.3159,169.4636,166.5932,163.9705,161.1591,158.2068,154.6136,151.1205,147.2568,143.5909,139.0295,134.1932,129.2409,124.9614,120.7477,116.9545,113.6045,110.3500,107.6432,105.5636,103.8591,102.7432,101.7750,101.1795,100.7250,100.7886,101.0386,101.4864,101.9886,102.6773,103.0659,103.3386,103.641,103.936,104.018,104.036,104.161,104.198,104.159,104.264,104.114,104.264,104.184,104.184,104.198,104.0386,104.2114,104.2545,104.2318,104.5705,104.5727,104.6182,104.7068,104.8818,104.9659,105.1455,105.2250,105.5477,105.5955,105.9750,106.2250,106.3568,106.5795,106.8977,107.2386,107.5318,107.7682,108.0341,108.3273,108.6205,108.8955,109.1955,109.5773,109.6818,109.9250,110.2636,110.6295,111.0455,111.1795,111.4659,111.7977,112.1000,112.3273,112.7568,112.9205,113.3591,113.5273,113.9114,114.3591,114.4318,114.7409,114.8659,115.2159,115.5659,115.8318,116.1136,116.2250,116.5523,116.8000,117.2250
1.07339,187.2009,184.2991,181.2967,178.4579,175.5000,172.4696,169.6542,166.8738,164.1869,161.3388,158.5023,154.9813,151.2944,147.3972,143.6495,139.1425,134.3107,129.5888,125.1519,120.9463,117.0911,113.7126,110.5981,107.8411,105.8037,103.9930,102.8248,101.9089,101.2687,100.8785,100.9322,101.1005,101.6238,102.0981,102.7266,103.1682,103.4696,103.790,103.935,104.157,104.161,104.271,104.180,104.283,104.208,104.145,104.131,104.243,104.168,104.157,104.0023,104.3224,104.2500,104.1893,104.4439,104.4883,104.6706,104.7453,104.8411,104.9556,104.9930,105.2079,105.4579,105.5631,105.7220,106.2150,106.3505,106.5771,106.9019,107.0514,107.3715,107.6799,108.0280,108.2360,108.5350,108.8014,109.1098,109.3995,109.5724,109.7827,110.1192,110.5187,110.8318,111.0514,111.4136,111.7477,111.9439,112.3271,112.5537,112.9136,113.1565,113.5981,113.6542,114.1005,114.4065,114.6449,114.6752,115.2103,115.3248,115.6822,115.9556,116.2079,116.3224,116.6449,116.9299
1.08851,186.8950,183.8046,180.9685,178.1639,175.1218,172.0882,169.0483,166.3508,163.6681,160.8025,158.0630,154.5231,150.7941,146.9265,143.2164,138.8592,134.0651,129.2395,124.6933,120.6218,116.7857,113.3403,110.1576,107.4706,105.3382,103.7227,102.4685,101.5756,100.9853,100.5000,100.6618,100.8193,101.3214,101.8067,102.3403,102.8739,103.1639,103.374,103.639,103.847,103.758,103.931,103.981,103.929,103.992,103.868,103.826,103.897,103.845,103.876,103.7815,103.8971,103.9244,103.8887,104.3256,104.2437,104.2920,104.4517,104.4958,104.6996,104.7185,104.8487,105.2080,105.1534,105.5945,105.9097,106.0189,106.2311,106.4517,106.8046,107.0168,107.3845,107.7059,107.8382,108.2101,108.4916,108.6870,109.0987,109.2500,109.5777,109.8824,110.2122,110.4895,110.6870,111.0714,111.3908,111.6786,112.0378,112.3824,112.5294,112.8802,113.1282,113.4412,113.8130,113.9790,114.4118,114.5063,114.9433,115.1198,115.4202,115.7248,115.9286,116.1408,116.4244,116.7122
1.10363,186.7281,183.7917,180.8618,177.8969,174.9561,171.8991,168.9057,165.9452,163.4474,160.6009,157.7522,154.2127,150.6886,146.8355,143.2215,138.8925,133.9737,129.0307,124.6338,120.5570,116.7061,113.2697,110.0417,107.3794,105.2018,103.4430,102.2851,101.3860,100.6930,100.3794,100.4123,100.5877,101.1513,101.7061,102.2105,102.6645,102.9759,103.246,103.572,103.693,103.713,103.785,103.836,103.888,103.855,103.792,103.840,103.761,103.825,103.724,103.7456,103.8509,103.9013,103.8640,104.1425,104.3947,104.3421,104.3947,104.5417,104.6294,104.7105,104.9474,105.1996,105.2105,105.5022,105.9386,106.0439,106.0789,106.5504,106.8421,107.1250,107.4232,107.6908,108.0285,108.0855,108.6711,108.7675,109.1667,109.3289,109.6009,109.9364,110.2039,110.5395,110.8048,111.0175,111.3816,111.8596,111.9671,112.2697,112.5702,112.9386,113.2917,113.4978,113.8465,114.0943,114.5482,114.5921,114.9452,115.1974,115.5285,115.9123,115.9759,116.3158,116.6776,116.8640
1.11874,186.5210,183.6744,180.7290,177.8824,174.7752,171.7668,168.8109,166.0042,163.3487,160.3761,157.4706,154.1702,150.4370,146.6492,143.0651,138.6113,133.8676,128.8802,124.4769,120.4118,116.5273,113.0861,109.8130,107.1387,105.0903,103.3698,102.1555,101.2710,100.5231,100.1324,100.1681,100.4811,101.0252,101.4853,102.0882,102.5756,102.8382,103.172,103.384,103.618,103.565,103.773,103.779,103.786,103.744,103.691,103.643,103.653,103.618,103.742,103.6155,103.7248,103.8067,103.7269,104.0525,104.1218,104.1870,104.2689,104.4706,104.6071,104.6828,104.8592,104.9811,105.1492,105.4328,105.7038,105.9391,106.1471,106.5210,106.7479,106.9874,107.2815,107.6660,107.9160,108.1218,108.4433,108.7332,109.0819,109.2710,109.4328,109.8403,110.1134,110.5231,110.6471,111.0105,111.3151,111.7311,111.9979,112.2689,112.5903,112.9790,113.1639,113.4475,113.8739,114.0777,114.5210,114.6576,114.9958,115.3340,115.5504,115.7479,116.0714,116.3004,116.5777,116.7941
1.13386,186.6260,183.6260,180.7769,178.0041,175.0041,171.8616,168.9483,166.1777,163.5372,160.6467,157.7500,154.3760,150.6384,146.7872,143.2004,138.9359,134.1384,129.1777,124.7686,120.5351,116.8326,113.4442,110.2252,107.5930,105.4360,103.6797,102.5723,101.6405,100.8781,100.5351,100.6074,100.7831,101.2438,101.7335,102.3574,102.8182,103.1921,103.393,103.671,103.688,103.814,103.940,104.008,103.884,103.992,103.905,103.862,103.890,103.965,103.930,103.8099,103.9318,103.9483,103.9380,104.2128,104.3409,104.4277,104.4566,104.5537,104.7169,104.8326,105.0393,105.2004,105.2273,105.5661,105.8492,106.0455,106.2831,106.5764,106.8140,107.1818,107.3161,107.8140,107.8781,108.1426,108.5806,108.7293,109.1860,109.3967,109.6095,109.9174,110.1446,110.6054,110.7211,111.1797,111.4153,111.7686,112.0703,112.3306,112.6508,112.9297,113.1818,113.5269,114.0000,114.0579,114.4669,114.6095,114.9938,115.2438,115.4855,115.8843,116.1715,116.2169,116.6033,116.7789
1.14898,186.6092,183.5231,180.7731,177.8761,174.9769,171.8340,169.0861,166.1366,163.4391,160.6345,157.8214,154.2794,150.6744,146.9349,143.3761,138.9874,134.1744,129.3634,124.9769,120.8676,117.0000,113.6471,110.4433,107.7920,105.6408,103.9685,102.6302,101.8109,101.0798,100.5840,100.6576,100.9055,101.4055,101.9979,102.4664,103.0462,103.2626,103.519,103.746,103.962,103.937,104.143,104.103,104.162,104.134,104.084,104.076,104.038,104.059,103.958,103.9832,104.0483,104.1134,104.0399,104.3214,104.3929,104.4517,104.5462,104.6975,104.8172,104.9622,105.0945,105.3698,105.3424,105.6975,105.9412,106.1723,106.3235,106.6282,106.9349,107.2059,107.5042,107.8109,108.0042,108.2479,108.5651,108.8655,109.2500,109.5084,109.6723,109.9475,110.2584,110.6639,110.7878,111.1660,111.4643,111.7899,112.0210,112.3571,112.6744,112.9622,113.1870,113.4412,113.8550,114.0672,114.2605,114.4097,114.8382,115.0231,115.3676,115.6492,115.8634,116.1302,116.3487,116.6534
1.16410,186.4556,183.4355,180.6089,177.7218,174.7581,171.6331,168.7964,165.9778,163.2560,160.4758,157.5323,154.2319,150.4476,146.6290,143.0060,138.7177,133.8891,129.0141,124.6008,120.4436,116.6613,113.2339,110.0242,107.3730,105.3044,103.5827,102.3548,101.5181,100.6855,100.3548,100.3468,100.6089,101.1189,101.5423,102.1754,102.6593,103.0020,103.212,103.536,103.643,103.655,103.766,103.895,103.927,103.817,103.804,103.740,103.875,103.720,103.696,103.7641,103.8750,103.8044,103.8165,104.0161,104.0907,104.2198,104.2661,104.4314,104.5625,104.6452,104.8347,105.1311,105.0161,105.4839,105.7782,105.8468,106.1028,106.4073,106.8488,106.9355,107.2278,107.5222,107.7480,108.0161,108.4073,108.5161,109.0544,109.1875,109.4556,109.7540,110.0625,110.4012,110.5665,111.0262,111.2802,111.5927,111.8548,112.1895,112.4556,112.7843,113.1109,113.2782,113.7036,113.9637,114.2500,114.3710,114.6613,114.9939,115.2540,115.5524,115.7944,115.9819,116.2903,116.6129
1.17922,186.2764,183.2927,180.3577,177.4878,174.4736,171.3171,168.5386,165.6890,162.7541,160.0061,157.1504,153.6626,150.1341,146.2236,142.7073,138.3618,133.6118,128.7276,124.2927,120.1545,116.3049,112.9187,109.7195,107.0813,104.9329,103.1870,102.0142,101.1850,100.4919,100.0102,100.1484,100.3089,100.8333,101.2439,101.7785,102.4024,102.6911,102.959,103.262,103.339,103.474,103.518,103.575,103.661,103.632,103.614,103.549,103.567,103.522,103.437,103.4309,103.5996,103.6362,103.6057,103.8232,103.9085,104.0102,104.0854,104.2480,104.4228,104.4695,104.7053,104.9492,104.9350,105.2967,105.5935,105.6159,105.9533,106.2785,106.5569,106.8618,107.0488,107.4573,107.7134,107.9573,108.2785,108.5122,108.8557,108.9553,109.3211,109.6362,109.9024,110.2764,110.4126,110.7642,111.1565,111.5488,111.7175,112.1219,112.3049,112.6341,112.9411,113.2033,113.6362,113.8435,114.0996,114.2378,114.6402,114.7947,115.1545,115.3598,115.6037,115.8963,116.1260,116.4167
1.19433,186.1570,183.2035,180.1395,177.3857,174.3740,171.3527,168.3081,165.6201,162.8508,159.9012,157.0620,153.5775,150.0116,146.1764,142.4729,138.1570,133.3023,128.4884,124.1686,119.9729,116.1240,112.7093,109.5078,106.8508,104.7248,103.0310,101.8372,100.9709,100.2578,99.7888,99.9283,100.1531,100.5950,101.0659,101.7054,102.1977,102.5601,102.828,103.050,103.132,103.275,103.415,103.479,103.531,103.436,103.432,103.401,103.343,103.360,103.312,103.2345,103.5097,103.5291,103.4147,103.7267,103.8508,103.8585,104.0329,104.0349,104.3295,104.3740,104.5078,104.6938,104.7674,105.1880,105.3934,105.6609,105.8004,106.1783,106.4089,106.7209,106.9903,107.2597,107.5233,107.7074,108.1105,108.2713,108.7597,109.0058,109.1260,109.5039,109.7422,110.0155,110.2655,110.6764,110.9632,111.2849,111.4922,111.8605,112.1415,112.4903,112.6880,112.9399,113.4186,113.6202,114.0019,114.0833,114.3624,114.6550,114.9360,115.2984,115.4748,115.7306,116.0310,116.3178
1.20945,186.2564,183.2881,180.3559,177.5636,174.4682,171.4894,168.4280,165.6653,162.8432,160.0847,157.1441,153.6292,150.1208,146.3580,142.6356,138.3496,133.5699,128.7881,124.3665,120.3093,116.5424,113.0763,109.8051,107.1631,105.0953,103.3008,102.2119,101.1610,100.5106,100.1631,100.1483,100.3220,100.8305,101.3284,101.8962,102.3051,102.7542,102.956,103.299,103.489,103.439,103.547,103.506,103.669,103.612,103.669,103.574,103.517,103.494,103.574,103.3602,103.5127,103.6758,103.4809,103.7415,103.9258,103.8369,104.0932,104.1356,104.3220,104.3602,104.6780,104.7987,104.8390,105.2479,105.3941,105.6970,105.8559,106.1504,106.4364,106.6886,106.9576,107.2161,107.5191,107.7309,108.1801,108.2733,108.6801,108.8114,109.0657,109.4597,109.8114,110.0890,110.3220,110.6907,110.8962,111.2670,111.5381,111.7839,112.0360,112.4386,112.7394,112.9174,113.3941,113.5805,113.9407,114.1059,114.2733,114.6504,114.9767,115.2839,115.4343,115.6292,115.9386,116.1610
1.22457,186.2573,183.2153,180.2062,177.4471,174.3066,171.2792,168.2993,165.4453,162.6898,159.7883,157.0292,153.4526,149.9033,146.0766,142.3960,138.2062,133.4051,128.6679,124.2883,120.0584,116.3485,112.9416,109.7719,107.0182,104.9179,103.1916,102.0748,101.1131,100.3613,99.9398,100.0237,100.2445,100.6168,101.1460,101.7464,102.2664,102.5894,102.828,103.150,103.272,103.316,103.445,103.440,103.546,103.458,103.454,103.405,103.381,103.416,103.411,103.3759,103.3668,103.5292,103.4069,103.7810,103.8066,103.8558,103.8650,104.0347,104.1679,104.3102,104.4726,104.6624,104.7555,105.0493,105.2938,105.4964,105.7190,106.0182,106.3139,106.5420,106.8978,107.1770,107.4088,107.7208,108.1058,108.1387,108.6752,108.8175,109.0730,109.4124,109.7026,110.0675,110.1898,110.5639,110.9215,111.2007,111.4416,111.7628,112.0766,112.3595,112.5730,112.9069,113.3467,113.5219,113.7974,113.9106,114.2445,114.5401,114.8193,115.1916,115.2810,115.5164,115.8449,116.1880
1.23969,186.3700,183.4720,180.4320,177.6900,174.5220,171.3560,168.4800,165.7380,162.9880,160.2160,157.2900,153.7740,150.2540,146.4500,142.8380,138.7160,133.8760,129.1340,124.6300,120.3920,116.6780,113.2220,110.0540,107.3460,105.2100,103.4480,102.2180,101.2500,100.5700,100.1160,100.1440,100.4000,100.8120,101.3120,101.9080,102.4360,102.8020,103.020,103.228,103.328,103.454,103.488,103.540,103.572,103.476,103.494,103.442,103.538,103.462,103.494,103.3900,103.5500,103.5400,103.5040,103.7520,103.8200,103.9460,104.0160,104.1960,104.3260,104.4400,104.6540,104.8300,104.8240,105.1860,105.5160,105.6560,105.8100,106.1320,106.4420,106.7380,106.9140,107.2960,107.5560,107.7080,108.1720,108.3220,108.7620,109.0060,109.1380,109.4680,109.8380,110.1780,110.3640,110.7140,110.8280,111.3600,111.5940,111.9140,112.1440,112.4160,112.8100,112.9400,113.3940,113.6660,113.8960,113.9620,114.3980,114.6280,115.0040,115.2440,115.4980,115.6420,116.0000,116.1940
1.25481,186.3008,183.3984,180.5332,177.5117,174.5391,171.3750,168.4297,165.6719,162.8301,160.0547,157.1465,153.7441,150.2480,146.3652,143.0020,138.6816,134.0078,129.1465,124.8770,120.5996,116.7949,113.3398,110.0625,107.4688,105.2930,103.5234,102.3496,101.3984,100.7324,100.2754,100.3613,100.5254,100.9160,101.4160,102.0723,102.4648,102.8633,103.123,103.318,103.486,103.529,103.631,103.701,103.699,103.582,103.623,103.625,103.543,103.631,103.520,103.3887,103.5879,103.7227,103.6152,103.9062,103.9336,104.0918,104.0195,104.2832,104.3418,104.3867,104.6836,104.8516,104.9297,105.2109,105.4980,105.7324,105.8574,106.1758,106.5410,106.7559,107.0254,107.3398,107.5781,107.7852,108.1992,108.3633,108.6562,108.9102,109.1934,109.5547,109.8340,110.2090,110.3867,110.7363,111.0195,111.3574,111.5781,111.9824,112.2461,112.5645,112.8672,113.1426,113.5117,113.7188,113.9160,114.1172,114.4121,114.7285,114.9727,115.3418,115.5195,115.6836,115.9766,116.2949
