Radius_[mm],Normalized_Integrated_Intensity,slice_2,slice_3,slice_4,slice_5,slice_6,slice_7,slice_8,slice_9,slice_10,slice_11,slice_12,slice_13,slice_14,slice_15,slice_16,slice_17,slice_18,slice_19,slice_20,slice_21,slice_22,slice_23,slice_24,slice_25,slice_26,slice_27,slice_28,slice_29,slice_30,slice_31,slice_32,slice_33,slice_34,slice_35,slice_36,slice_37,slice_38,slice_39,slice_40,slice_41,slice_42,slice_43,slice_44,slice_45,slice_46,slice_47,slice_48,slice_49,slice_50,slice_51,slice_52,slice_53,slice_54,slice_55,slice_56,slice_57,slice_58,slice_59,slice_60,slice_61,slice_62,slice_63,slice_64,slice_65,slice_66,slice_67,slice_68,slice_69,slice_70,slice_71,slice_72,slice_73,slice_74,slice_75,slice_76,slice_77,slice_78,slice_79,slice_80,slice_81,slice_82,slice_83,slice_84,slice_85,slice_86,slice_87,slice_88,slice_89,slice_90,slice_91,slice_92,slice_93,slice_94,slice_95,slice_96,slice_97,slice_98,slice_99,slice_100,slice_101,slice_102,slice_103,slice_104,slice_105
0.16630,27.062500,27.281250,28.01562,28.07812,28.75000,29.45312,30.12500,30.42188,31.48438,30.56250,31.87500,32.93750,34.07812,35.70312,36.9219,38.4219,39.9844,41.0938,42.7812,44.2500,45.4531,47.2812,48.2500,49.2969,50.2031,50.7812,50.1094,50.6406,49.3750,49.1406,48.3906,48.3594,47.0156,46.2031,45.0469,44.1250,44.1094,43.5781,43.2812,43.5625,44.2812,44.7031,45.1406,44.8594,45.1719,45.8281,46.0000,45.6719,46.8281,45.8281,45.0312,45.4844,45.7969,45.1562,45.7812,45.7969,44.5312,45.2969,45.4375,45.1094,45.7656,46.0156,45.8438,46.4219,45.7031,46.0469,45.8906,46.1875,45.9375,46.5312,46.0156,46.4375,46.4844,46.7969,46.8594,46.5938,47.1875,46.6562,46.9844,44.8750,46.0156,46.5938,46.6875,45.7812,46.9531,47.0469,45.2344,46.0469,46.9375,46.2812,46.7188,45.5625,45.7188,45.4375,45.5938,44.7344,44.4219,45.0312,44.5000,45.2812,45.5312,44.1406,45.2031,44.4688,43.7344
0.18142,27.141304,27.380434,28.00000,28.13043,28.82609,29.63043,30.14130,30.47826,31.51087,30.52174,31.82609,32.86956,34.02174,35.54348,36.9022,38.3696,40.0978,41.1413,42.7174,44.3261,45.5109,47.3261,48.2065,49.2826,50.0978,50.6630,50.0000,50.5761,49.2826,49.0435,48.4783,48.3370,46.8913,46.2174,45.0109,44.0652,44.1848,43.5109,43.1739,43.5217,44.1630,44.5870,44.9783,44.7391,45.0652,45.6522,45.9565,45.6630,46.6739,45.8261,45.0109,45.5435,45.7826,45.3478,45.7717,45.6957,44.3804,45.1304,45.5000,45.2174,45.8587,46.0000,45.7391,46.4130,45.7283,46.1630,45.7935,46.1739,46.0761,46.6630,45.9783,46.4891,46.6087,46.6957,46.7174,46.6087,47.1848,46.7609,46.8913,44.8261,45.9022,46.6413,46.7283,45.7174,47.0000,47.0000,45.2283,46.0652,46.8913,46.1304,46.5870,45.5109,45.5870,45.3261,45.6196,44.9457,44.5761,45.0000,44.4457,45.2935,45.6957,44.2283,45.3696,44.5109,43.8370
0.19654,27.210526,27.342106,28.02632,28.19737,28.92105,29.53947,30.17105,30.53947,31.48684,30.39474,31.84211,32.96053,34.02632,35.59211,36.8947,38.5395,40.2895,41.2237,42.8158,44.2632,45.5132,47.3158,48.2237,49.1447,50.2368,50.6842,50.0658,50.5658,49.3947,49.0132,48.4868,48.3158,46.9737,46.2500,45.0000,44.1447,44.2105,43.6053,43.2895,43.6579,44.1711,44.6974,45.1184,44.8026,45.1184,45.6711,46.0658,45.6974,46.7632,45.8816,45.1184,45.6053,45.8421,45.4211,45.8684,45.8158,44.5000,45.3026,45.5000,45.2500,45.9868,46.0921,45.8947,46.3947,45.7632,46.1711,45.9342,46.3026,46.1316,46.6053,46.0921,46.5789,46.6579,46.8553,46.7895,46.7105,47.3947,46.8553,47.0395,44.9737,45.9342,46.8158,46.8289,45.8026,47.0263,47.1579,45.2895,46.1842,47.1447,46.3026,46.7368,45.5263,45.8421,45.3816,45.6053,45.0789,44.8684,45.2632,44.7895,45.6316,45.7895,44.4737,45.5395,44.8026,44.0263
0.21165,27.250000,27.400000,28.09000,28.23000,28.83000,29.56000,30.19000,30.56000,31.54000,30.51000,31.90000,33.05000,34.20000,35.55000,37.0200,38.5700,40.3500,41.2900,42.8000,44.3100,45.6200,47.3100,48.2400,49.2600,50.3000,50.7800,50.1100,50.5000,49.5300,49.1800,48.4900,48.3200,46.9900,46.2700,45.0800,44.1900,44.1800,43.6300,43.2500,43.6200,44.2500,44.6700,45.1500,44.8500,45.2100,45.7200,46.1700,45.8200,46.7900,45.9000,45.1500,45.6500,45.9200,45.4300,45.9500,45.9500,44.6600,45.3000,45.5700,45.2400,46.0400,46.1200,45.8400,46.5000,45.8700,46.3800,45.9600,46.3000,46.2800,46.7500,46.1600,46.6500,46.6600,46.9600,46.9400,46.7700,47.4200,46.9200,47.1500,45.1400,45.9700,46.9500,46.8500,45.9300,47.1200,47.2900,45.3700,46.0500,47.0800,46.4200,46.8200,45.6700,45.8700,45.4200,45.8300,45.0800,44.7700,45.4200,44.8600,45.7100,46.0300,44.6900,45.6100,44.9500,44.1800
0.22677,27.208334,27.437500,27.96875,28.22917,28.90625,29.62500,30.21875,30.59375,31.66667,30.59375,31.88542,33.14583,34.21875,35.67708,37.1771,38.7188,40.2917,41.3750,42.8958,44.5208,45.7917,47.3021,48.2917,49.5000,50.2396,50.8854,50.2604,50.7292,49.5521,49.1979,48.6562,48.4896,47.1354,46.4167,45.2708,44.3438,44.2604,43.6667,43.4792,43.6875,44.2708,44.7604,45.3333,45.0417,45.3438,45.7812,46.2396,46.0000,46.9271,46.1042,45.3958,45.8646,46.0938,45.6667,46.1979,46.1562,44.9167,45.5000,45.7500,45.5625,46.1875,46.3750,46.0833,46.6458,46.0833,46.5104,46.1562,46.4271,46.3021,46.9271,46.4062,46.7604,46.9062,47.1250,47.1354,47.0417,47.5833,47.0625,47.3333,45.3229,46.2812,47.0938,47.0521,46.0729,47.3229,47.3750,45.5521,46.4167,47.2812,46.5833,46.9271,45.9271,46.0833,45.6562,46.0521,45.3854,45.1250,45.7292,45.0938,45.8333,46.3333,44.7396,45.8542,45.2083,44.4896
0.24189,27.250000,27.450001,28.12000,28.21000,28.89000,29.67000,30.25000,30.58000,31.69000,30.62000,32.03000,33.15000,34.22000,35.78000,37.2000,38.8100,40.4900,41.4100,42.9600,44.6100,45.7700,47.3900,48.4800,49.6200,50.5400,51.0900,50.3900,50.8100,49.7900,49.4100,48.7300,48.6500,47.3100,46.5200,45.4900,44.5000,44.5200,43.8400,43.6600,43.7400,44.4600,44.7800,45.4400,45.0800,45.4700,46.0200,46.4200,46.1400,47.2300,46.2400,45.6500,46.1100,46.3700,45.8800,46.3600,46.3600,45.0800,45.7800,45.9500,45.7600,46.4400,46.6200,46.4000,46.9500,46.2800,46.6900,46.2600,46.7100,46.5200,47.1000,46.5400,47.0100,47.1400,47.3400,47.2200,47.1900,47.7800,47.2300,47.5100,45.4500,46.4200,47.3800,47.2800,46.3200,47.4800,47.6100,45.7000,46.4700,47.4200,46.8100,47.2300,46.0900,46.2900,45.9000,46.2000,45.5600,45.2600,45.7600,45.2100,46.0400,46.4700,44.9000,45.9300,45.1400,44.4700
0.25701,27.194445,27.481482,28.09259,28.26852,28.80556,29.60185,30.31482,30.56482,31.62037,30.70370,32.05556,33.33333,34.34259,35.69444,37.2778,38.9259,40.5185,41.4907,43.0926,44.6574,45.9259,47.6296,48.6111,49.7963,50.6944,51.2870,50.5556,51.1481,49.9352,49.5926,49.0185,48.9444,47.4630,46.7593,45.6759,44.6204,44.6389,43.9722,43.7222,43.8704,44.5185,44.9444,45.4444,45.1667,45.5370,46.1296,46.4352,46.2500,47.4074,46.3796,45.7130,46.2130,46.5093,45.9907,46.5463,46.4815,45.2500,45.9352,46.0556,45.8889,46.6019,46.6296,46.4815,47.0741,46.3981,46.9259,46.4167,46.8426,46.6574,47.3519,46.6944,47.1204,47.3333,47.3611,47.4444,47.3889,47.9815,47.4630,47.7315,45.6204,46.6296,47.4259,47.3981,46.4167,47.6667,47.8426,45.9259,46.6204,47.6296,46.8981,47.3519,46.2500,46.3889,46.0093,46.4352,45.5926,45.2315,45.8241,45.2685,46.0556,46.4444,44.9630,45.9630,45.2685,44.6019
0.27213,27.201923,27.442308,28.02885,28.25961,28.89423,29.74039,30.42308,30.76923,31.86539,30.72115,32.24038,33.42308,34.44231,35.99038,37.3077,38.9904,40.5769,41.6731,43.2885,44.8558,46.0192,47.8462,48.8269,50.1154,50.8750,51.5288,50.7885,51.3269,50.2308,49.9038,49.2308,49.0962,47.7212,46.9519,45.7596,44.8558,44.7788,44.1250,43.8365,44.0096,44.6442,45.1250,45.6346,45.2692,45.6827,46.2596,46.5096,46.5096,47.6058,46.4712,46.0192,46.4327,46.7500,46.1923,46.7500,46.7115,45.4904,46.1635,46.3269,46.1827,46.9038,46.9327,46.7885,47.3365,46.6250,47.1058,46.7885,47.1058,46.8077,47.5385,47.0096,47.3462,47.5192,47.6635,47.6827,47.5673,48.1923,47.7404,47.9231,45.7885,46.7885,47.6731,47.5865,46.7596,47.9423,48.0577,46.0288,46.8942,47.8365,47.1346,47.5962,46.3750,46.5288,46.1731,46.5000,45.6827,45.4904,45.8365,45.2788,46.2308,46.5288,45.0000,45.9904,45.3077,44.6154
0.28725,27.060810,27.385136,28.12162,28.19595,28.89865,29.69595,30.46622,30.71622,31.83108,30.79054,32.28378,33.47297,34.51351,36.00676,37.4054,39.0676,40.5473,41.6419,43.2703,44.8581,46.1216,47.9527,48.8851,50.0203,50.8446,51.4730,50.8041,51.3716,50.1892,49.8311,49.2027,49.0676,47.7635,47.0473,45.8851,44.8784,44.8311,44.1622,43.8649,44.0676,44.6892,45.1419,45.6216,45.3581,45.6351,46.3243,46.7027,46.4459,47.4122,46.5608,46.0000,46.3784,46.7568,46.0946,46.7905,46.7027,45.5068,46.1622,46.3716,46.1081,46.9730,46.8243,46.7770,47.2770,46.6284,46.9932,46.7500,47.0068,46.8851,47.5811,46.9054,47.4392,47.5068,47.6486,47.7973,47.6351,48.1622,47.7095,47.8716,45.8311,46.7838,47.6216,47.6081,46.5743,47.8919,48.0000,46.0541,46.8378,47.7838,47.1149,47.6014,46.3514,46.5811,46.1554,46.5270,45.5878,45.4122,45.8784,45.2703,46.0743,46.3311,44.9932,45.8581,45.2432,44.4595
0.30236,27.161291,27.403225,28.13710,28.29032,28.91936,29.71774,30.42742,30.75806,31.86290,30.83871,32.25806,33.44355,34.56452,36.03226,37.3952,39.0645,40.6694,41.7661,43.3064,44.9355,46.1774,47.9355,48.9113,49.9919,50.8145,51.4113,50.8387,51.2500,50.1290,49.8387,49.2016,49.0161,47.8064,47.0000,45.9113,44.7661,44.8064,44.1774,43.8710,44.0887,44.6694,45.1371,45.6532,45.3064,45.6855,46.3064,46.7742,46.3387,47.3548,46.5403,45.9355,46.3226,46.7742,46.2581,46.7984,46.7016,45.5403,46.1371,46.4194,46.1129,47.0323,46.7581,46.7742,47.2419,46.5887,47.0161,46.6371,47.0242,46.9677,47.4516,46.9274,47.3629,47.4919,47.6774,47.6532,47.6290,48.1048,47.6855,47.8387,45.9113,46.8387,47.6452,47.6048,46.6210,47.9194,47.9194,46.1371,46.8629,47.7419,46.9839,47.6048,46.3629,46.5806,46.1694,46.4677,45.5645,45.3790,45.8226,45.1452,46.0403,46.2661,44.8306,45.8306,45.2177,44.4194
0.31748,27.272728,27.492424,28.09091,28.24242,28.91667,29.56061,30.37879,30.71212,31.82576,30.80303,32.21970,33.43182,34.49242,36.03030,37.4318,39.0076,40.6742,41.6212,43.2955,44.9015,46.1515,47.9470,48.8636,49.9697,50.8258,51.3258,50.7727,51.2197,50.1212,49.7879,49.2045,49.0606,47.6439,46.9773,45.7955,44.6742,44.7879,44.1894,43.7955,44.0076,44.6667,45.1364,45.5985,45.2955,45.6439,46.2803,46.6818,46.4242,47.3258,46.5227,45.8636,46.3485,46.6439,46.2273,46.7576,46.5985,45.4621,46.0303,46.2803,46.0909,46.9470,46.7879,46.7045,47.2273,46.5758,46.9697,46.6591,47.0076,46.8864,47.4167,46.8409,47.2879,47.4773,47.5303,47.5833,47.5682,48.0682,47.5606,47.8258,45.8409,46.7500,47.5303,47.5379,46.5530,47.7652,47.9697,46.0530,46.7197,47.7652,46.9621,47.5455,46.2879,46.5379,46.1515,46.4167,45.4091,45.2121,45.7576,45.0530,45.8864,46.0909,44.8409,45.7727,45.1515,44.3030
0.33260,27.264706,27.441177,28.10294,28.25735,28.92647,29.56618,30.38235,30.73529,31.75735,30.77206,32.19118,33.36765,34.42647,35.98529,37.3309,38.9559,40.5588,41.5809,43.3088,44.8382,46.0515,47.7574,48.7132,49.8676,50.6912,51.2500,50.6691,51.1029,50.0735,49.7206,49.1029,48.8088,47.5441,46.8456,45.6985,44.6912,44.6765,44.1324,43.7794,44.0221,44.5809,45.0074,45.5147,45.1544,45.5809,46.2132,46.4632,46.2353,47.2132,46.3603,45.7353,46.2794,46.4412,46.0368,46.5956,46.4265,45.3897,45.9853,46.1691,45.9926,46.7500,46.6471,46.6029,47.0147,46.4853,46.8603,46.4779,46.9044,46.6765,47.2574,46.7059,47.1471,47.3382,47.3750,47.4853,47.3971,47.9044,47.4265,47.5882,45.7574,46.6250,47.3897,47.3750,46.3971,47.6765,47.7279,45.9412,46.6250,47.5735,46.8382,47.3897,46.2353,46.3750,45.9559,46.4338,45.3897,45.2059,45.6618,44.9118,45.7647,46.0515,44.6912,45.6544,44.9412,44.1544
0.34772,27.243244,27.425676,28.01351,28.14189,28.75676,29.57432,30.27703,30.53378,31.68919,30.68919,32.10135,33.30405,34.44595,35.82433,37.2230,38.8784,40.4797,41.5405,43.1622,44.6554,45.8581,47.6284,48.5811,49.7432,50.5608,51.1892,50.4730,50.9459,49.9054,49.6149,48.9527,48.7297,47.4189,46.7703,45.5473,44.5405,44.5000,43.9392,43.5541,43.8378,44.4122,44.8851,45.2973,45.0135,45.3851,46.0135,46.3784,46.0676,47.1486,46.2973,45.6486,46.0878,46.3716,45.9392,46.3581,46.3108,45.1689,45.8243,45.9595,45.8176,46.5405,46.5541,46.3986,46.8716,46.1892,46.6622,46.3514,46.7838,46.5338,47.1959,46.5405,46.9730,47.1486,47.2162,47.3919,47.1824,47.7432,47.2635,47.5000,45.5811,46.5000,47.2973,47.1892,46.3041,47.5676,47.6351,45.7838,46.5135,47.5068,46.6486,47.2568,46.0405,46.2500,45.7770,46.2973,45.1959,45.0541,45.4392,44.7027,45.5743,45.9595,44.4257,45.4257,44.7568,44.0338
0.36284,27.213415,27.347561,27.94512,28.11585,28.71951,29.51220,30.21951,30.54268,31.56707,30.58537,31.96342,33.17073,34.25000,35.78659,37.1646,38.7561,40.3720,41.4451,42.9268,44.5061,45.7927,47.4451,48.4390,49.6037,50.3476,50.9756,50.3110,50.8110,49.7195,49.3537,48.7683,48.6037,47.2378,46.5549,45.3171,44.3780,44.2805,43.8598,43.4390,43.7439,44.2378,44.7561,45.2195,44.9024,45.2744,45.9207,46.2195,45.9451,46.9695,45.9695,45.4451,45.9024,46.1585,45.7866,46.2439,46.1829,45.0061,45.5854,45.7927,45.6037,46.3232,46.3415,46.2134,46.7134,46.1341,46.5061,46.1524,46.5793,46.3902,46.9756,46.4024,46.8293,46.9451,47.0671,47.1951,46.9451,47.5976,47.0976,47.3293,45.4268,46.3476,47.1098,47.0244,46.0366,47.3841,47.4390,45.6463,46.3171,47.2744,46.5427,47.0610,45.8780,46.1098,45.6646,46.0305,45.0183,44.8780,45.3902,44.6951,45.5122,45.7561,44.3902,45.3963,44.6646,43.9085
