Radius_[mm],Normalized_Integrated_Intensity,slice_2,slice_3,slice_4,slice_5,slice_6,slice_7,slice_8,slice_9,slice_10,slice_11,slice_12,slice_13,slice_14,slice_15,slice_16,slice_17,slice_18,slice_19,slice_20,slice_21,slice_22,slice_23,slice_24,slice_25,slice_26,slice_27,slice_28,slice_29,slice_30,slice_31,slice_32,slice_33,slice_34,slice_35,slice_36,slice_37,slice_38,slice_39,slice_40,slice_41,slice_42,slice_43,slice_44,slice_45,slice_46,slice_47,slice_48,slice_49,slice_50,slice_51,slice_52,slice_53,slice_54,slice_55,slice_56,slice_57,slice_58,slice_59,slice_60,slice_61,slice_62,slice_63,slice_64,slice_65,slice_66,slice_67,slice_68,slice_69,slice_70,slice_71,slice_72,slice_73,slice_74,slice_75,slice_76,slice_77,slice_78,slice_79,slice_80,slice_81,slice_82,slice_83,slice_84,slice_85,slice_86,slice_87,slice_88,slice_89,slice_90,slice_91,slice_92,slice_93,slice_94,slice_95,slice_96,slice_97,slice_98,slice_99,slice_100,slice_101,slice_102,slice_103,slice_104,slice_105
1.19433,27.096899,27.238373,27.83915,28.00000,28.57364,29.30233,30.02713,30.30814,31.36240,30.26938,31.54070,32.71899,33.78682,35.26550,36.7112,38.3702,39.9477,41.1337,42.7364,44.5058,45.7345,47.3430,48.3857,49.6783,50.5833,51.2539,50.6977,51.0814,50.0601,49.7713,49.2616,49.0388,48.0097,47.4283,46.0581,45.0174,44.4884,44.0174,43.5485,43.6570,44.1996,44.6298,45.0407,44.7519,45.2946,45.8566,46.5097,46.1531,47.1744,46.1860,45.7771,46.2694,46.3411,46.0678,46.3643,46.2985,45.3682,45.8430,45.9302,45.8314,46.4709,46.6376,46.4302,46.8469,46.3004,46.7093,46.3178,46.7985,46.5640,47.2015,46.6473,47.0058,47.2229,47.2403,47.3876,47.2694,47.7674,47.2888,47.3818,45.6047,46.4225,47.1919,47.0485,46.3101,47.5174,47.4535,45.7190,46.5891,47.5078,46.7403,47.3295,46.0271,46.0911,45.8702,46.3411,45.4438,45.2442,45.6822,45.0097,45.7674,45.9826,44.6124,45.6298,45.0446,44.1085
1.20945,27.112288,27.266949,27.86017,27.96610,28.53390,29.26271,29.95975,30.30085,31.29449,30.19915,31.57839,32.64407,33.70975,35.26271,36.6737,38.3665,39.9258,41.0932,42.7076,44.4534,45.6801,47.2309,48.3962,49.6335,50.5572,51.3072,50.6822,51.0614,50.0212,49.7775,49.2415,48.9788,47.9322,47.4576,46.0424,45.0275,44.4958,43.9661,43.5551,43.6123,44.1631,44.5530,45.0169,44.6843,45.2331,45.8178,46.5339,46.0890,47.1250,46.1674,45.7288,46.1886,46.3877,46.0593,46.3326,46.2542,45.3220,45.7564,45.9174,45.7818,46.3941,46.6123,46.4280,46.8496,46.2669,46.6716,46.2881,46.7966,46.5339,47.1292,46.5572,47.0191,47.1801,47.2097,47.3877,47.2373,47.7500,47.2542,47.3623,45.5742,46.3559,47.1928,47.0212,46.2331,47.4915,47.5085,45.6568,46.5381,47.5085,46.6928,47.2966,46.0805,46.0233,45.8496,46.3157,45.3814,45.2119,45.6780,44.9831,45.7479,45.9767,44.6335,45.6292,45.0106,44.0614
1.22457,27.091240,27.228102,27.83759,27.99817,28.55292,29.29562,29.97445,30.31387,31.32299,30.22263,31.54562,32.65876,33.69708,35.20620,36.7336,38.3504,39.8741,41.1058,42.6478,44.4343,45.6661,47.2391,48.4069,49.6478,50.5420,51.3449,50.6971,51.1058,50.0547,49.8047,49.2609,49.0073,47.9909,47.4453,46.0566,45.0438,44.5073,43.9799,43.5602,43.5858,44.1569,44.5675,45.0383,44.7153,45.2737,45.7883,46.5091,46.1277,47.1697,46.1661,45.7336,46.2026,46.3996,46.0584,46.3157,46.2847,45.3577,45.8285,45.9453,45.8467,46.4361,46.6296,46.4215,46.8540,46.3175,46.7208,46.2901,46.8047,46.5639,47.1861,46.5858,47.0456,47.1898,47.2026,47.4051,47.2500,47.8321,47.2774,47.4325,45.5547,46.3613,47.1916,47.0547,46.2701,47.5274,47.5018,45.7117,46.5584,47.5274,46.7354,47.2774,46.0730,46.0474,45.8303,46.3595,45.3832,45.2062,45.7172,45.0000,45.7810,45.9909,44.6058,45.6314,44.9836,44.1241
1.23969,27.048000,27.208000,27.83200,28.00400,28.53600,29.27600,29.96600,30.28400,31.29000,30.18600,31.49000,32.61800,33.63200,35.14600,36.6180,38.3100,39.8240,40.9900,42.6520,44.3300,45.5720,47.1920,48.3240,49.6500,50.4940,51.2640,50.6600,51.1040,50.0200,49.7980,49.2440,48.9920,47.9980,47.4320,46.0700,45.0180,44.4800,43.9380,43.5500,43.5880,44.1240,44.5260,44.9540,44.6560,45.2120,45.7740,46.5180,46.1160,47.1520,46.1620,45.7600,46.1760,46.3600,46.0580,46.3340,46.3000,45.3460,45.7840,45.9340,45.8120,46.4400,46.6540,46.4640,46.9100,46.3000,46.6960,46.3160,46.7860,46.5660,47.1820,46.5800,47.0320,47.2140,47.2240,47.4400,47.2640,47.8060,47.2240,47.4140,45.5760,46.3500,47.1680,47.0540,46.2940,47.5120,47.5460,45.7040,46.5360,47.5460,46.7200,47.3300,46.0360,46.1240,45.7960,46.3540,45.3660,45.1960,45.7060,44.9620,45.7460,46.0140,44.5840,45.6120,44.9640,44.0560
1.25481,27.035156,27.205078,27.81836,27.95898,28.50195,29.25781,29.96680,30.23828,31.26953,30.20117,31.49414,32.58398,33.66992,35.11523,36.6055,38.2617,39.7715,40.9531,42.5605,44.3359,45.5547,47.1777,48.3438,49.6230,50.4609,51.2520,50.6211,51.0234,50.0000,49.8125,49.2285,49.0293,47.9883,47.4648,46.1016,45.0664,44.4727,43.9785,43.5137,43.5625,44.1172,44.5137,44.9473,44.6621,45.2188,45.7637,46.4883,46.0957,47.1758,46.1504,45.7676,46.2305,46.4102,46.0742,46.3398,46.3125,45.3301,45.8496,45.9629,45.8086,46.4922,46.6484,46.4746,46.8984,46.3574,46.7402,46.3418,46.8359,46.5996,47.2500,46.6172,47.0449,47.2734,47.2676,47.4258,47.3281,47.8477,47.2676,47.3945,45.6367,46.3887,47.1914,47.0566,46.3105,47.5215,47.5820,45.6934,46.5898,47.5254,46.7852,47.3145,46.0527,46.1035,45.8301,46.4297,45.4043,45.2129,45.7520,45.0156,45.7637,46.0391,44.6387,45.6914,45.0215,44.0664
1.26993,27.000000,27.173759,27.78546,27.95213,28.48936,29.28369,29.93085,30.24291,31.25887,30.20036,31.51596,32.59752,33.67730,35.10106,36.5816,38.2500,39.7535,40.9539,42.5833,44.3245,45.5887,47.1560,48.3121,49.5904,50.4929,51.2323,50.6684,51.0230,50.0000,49.7996,49.2766,49.0284,48.0089,47.4840,46.1099,45.0567,44.4947,43.9805,43.5053,43.6294,44.0904,44.5355,44.9521,44.7234,45.2606,45.8138,46.5195,46.1436,47.1401,46.1631,45.8262,46.2376,46.3883,46.1170,46.3333,46.3262,45.3546,45.8387,45.9628,45.8617,46.4504,46.6879,46.4096,46.8599,46.3511,46.7252,46.3316,46.8174,46.5940,47.1773,46.5940,47.0691,47.2465,47.2358,47.4805,47.3067,47.8156,47.3032,47.4486,45.6046,46.3918,47.1755,47.0762,46.3333,47.5142,47.5709,45.6862,46.6011,47.5053,46.7589,47.3440,46.0567,46.1223,45.8652,46.3972,45.4699,45.2358,45.7199,45.0106,45.8032,46.0461,44.6525,45.6720,45.0319,44.0603
1.28504,27.038759,27.151163,27.82558,27.95349,28.48837,29.27713,29.97481,30.26163,31.29070,30.15891,31.52519,32.62597,33.67054,35.12791,36.5736,38.2907,39.7616,40.9748,42.6105,44.3973,45.6337,47.2326,48.3023,49.6027,50.5213,51.2771,50.6647,51.0988,50.0233,49.8256,49.2771,49.0717,47.9826,47.5543,46.1764,45.1357,44.5562,44.0485,43.5795,43.6434,44.1570,44.5736,45.0116,44.7500,45.2384,45.8217,46.5446,46.1802,47.1783,46.1647,45.8488,46.2112,46.4729,46.1221,46.3837,46.3605,45.3585,45.8333,46.0116,45.8837,46.5039,46.6919,46.4884,46.9012,46.3585,46.7694,46.3798,46.8450,46.6376,47.2112,46.6589,47.0872,47.2655,47.3043,47.4826,47.3527,47.8605,47.3062,47.4535,45.6512,46.4128,47.2306,47.1085,46.3527,47.5426,47.5562,45.7151,46.6182,47.5349,46.8217,47.3585,46.1318,46.0717,45.8818,46.3895,45.4554,45.3023,45.7907,45.0252,45.8275,46.0678,44.6860,45.6996,45.0678,44.1512
1.30016,27.076241,27.189716,27.81383,27.96099,28.52660,29.26241,29.98759,30.26418,31.30674,30.18440,31.54433,32.61525,33.68972,35.16844,36.5957,38.2535,39.7819,40.9504,42.6738,44.3901,45.6578,47.1720,48.2890,49.5656,50.4965,51.2376,50.6791,51.1046,50.0621,49.8245,49.3103,49.0585,48.0957,47.5904,46.2199,45.1844,44.6064,44.0869,43.5957,43.6720,44.1738,44.5603,45.0089,44.7287,45.2074,45.8174,46.5230,46.1649,47.2270,46.2004,45.8848,46.2571,46.4770,46.1631,46.4025,46.3599,45.4291,45.8564,45.9770,45.8865,46.4840,46.7021,46.4982,46.9007,46.3848,46.7748,46.3511,46.8741,46.6525,47.2394,46.6525,47.0940,47.3014,47.2855,47.4840,47.3546,47.8706,47.3050,47.4858,45.6631,46.3918,47.2411,47.1011,46.3369,47.5656,47.6028,45.7039,46.6348,47.5638,46.7872,47.3865,46.0993,46.0816,45.9007,46.4238,45.5301,45.2943,45.7252,45.0603,45.8387,46.0230,44.7128,45.7553,45.1223,44.1312
1.31528,27.034927,27.205883,27.81985,27.97978,28.55147,29.26654,29.97794,30.21691,31.28125,30.19118,31.50368,32.60478,33.65441,35.14522,36.5699,38.1967,39.7794,40.9982,42.5754,44.3897,45.6489,47.1618,48.3088,49.5662,50.5129,51.2904,50.7022,51.1250,50.0717,49.8401,49.2996,49.0772,48.0533,47.5956,46.2169,45.2077,44.6379,44.0974,43.5993,43.6765,44.1949,44.5790,44.9835,44.7206,45.2426,45.8327,46.5110,46.1397,47.1562,46.2022,45.8456,46.2665,46.4761,46.1618,46.3842,46.3548,45.4412,45.8695,45.9779,45.8934,46.5184,46.6728,46.5018,46.9154,46.3603,46.8015,46.3787,46.8989,46.6673,47.2518,46.6765,47.1121,47.3235,47.2868,47.4779,47.3640,47.8511,47.3162,47.5000,45.6783,46.4062,47.2647,47.0662,46.3750,47.5901,47.6066,45.7335,46.6140,47.5735,46.7923,47.4081,46.0864,46.0919,45.9136,46.4761,45.4963,45.3180,45.7721,45.0882,45.8162,46.0478,44.7096,45.7169,45.1379,44.1838
1.33040,27.052631,27.178572,27.81391,27.93797,28.52256,29.23684,29.97744,30.19361,31.22368,30.16917,31.44361,32.55451,33.60526,35.10151,36.5226,38.2011,39.6673,40.9229,42.5996,44.3853,45.5602,47.1466,48.2350,49.5846,50.5188,51.2970,50.7180,51.1429,50.0752,49.8722,49.2857,49.1147,48.0865,47.5996,46.2500,45.2086,44.6316,44.0921,43.6504,43.6786,44.1598,44.5470,44.9492,44.7068,45.1936,45.8421,46.5395,46.1335,47.2293,46.1898,45.8365,46.2237,46.4906,46.1203,46.3647,46.3440,45.4229,45.9173,45.9906,45.9004,46.5113,46.6992,46.5244,46.9060,46.3703,46.7707,46.3985,46.8628,46.6335,47.2124,46.6823,47.1391,47.3064,47.2726,47.4718,47.3665,47.9079,47.3308,47.4605,45.6974,46.3891,47.2632,47.0827,46.4023,47.5959,47.5940,45.7387,46.6184,47.5996,46.7970,47.3872,46.1053,46.1241,45.8985,46.4718,45.5338,45.3083,45.7688,45.1335,45.8590,46.0508,44.7162,45.7218,45.1447,44.1372
1.34552,27.030613,27.193878,27.77551,27.93027,28.46599,29.26191,29.96599,30.22279,31.21088,30.15306,31.40816,32.50850,33.59864,35.12415,36.4660,38.1582,39.7245,40.9269,42.5714,44.3452,45.5340,47.1190,48.3146,49.6054,50.5153,51.2908,50.7262,51.1514,50.1122,49.8690,49.3622,49.1020,48.0935,47.5646,46.2194,45.1803,44.6190,44.0833,43.6054,43.6327,44.1514,44.4932,44.9184,44.6514,45.1837,45.8248,46.4847,46.1156,47.2279,46.1667,45.8486,46.2755,46.4677,46.1310,46.4014,46.3044,45.4218,45.8741,45.9983,45.8741,46.5000,46.6412,46.5085,46.9388,46.3793,46.7755,46.3827,46.8912,46.6088,47.2551,46.6327,47.1224,47.2857,47.3299,47.5170,47.3163,47.8980,47.3350,47.5102,45.6565,46.4524,47.2857,47.1599,46.4065,47.6105,47.6956,45.7517,46.6378,47.5850,46.8010,47.4269,46.1139,46.1293,45.8946,46.4762,45.4456,45.3197,45.7942,45.0986,45.8571,46.0561,44.6939,45.7160,45.1122,44.1854
1.36063,27.059858,27.193663,27.80634,27.90845,28.48416,29.25352,29.94190,30.21127,31.24824,30.16373,31.38908,32.51760,33.67606,35.11092,36.5018,38.2165,39.7412,40.9489,42.5951,44.3627,45.5528,47.1338,48.2940,49.6303,50.5722,51.3433,50.7570,51.2042,50.1532,49.9208,49.4032,49.1972,48.2165,47.6655,46.2148,45.2289,44.6479,44.1232,43.6197,43.6338,44.1391,44.5246,44.9049,44.6954,45.1761,45.7993,46.4859,46.1725,47.2535,46.2148,45.8327,46.2940,46.4930,46.1268,46.3944,46.3750,45.3908,45.8644,46.0405,45.9190,46.5405,46.6761,46.5053,47.0264,46.3856,46.8081,46.3944,46.9190,46.6232,47.2993,46.7130,47.1426,47.3134,47.3504,47.5440,47.4032,47.9577,47.3979,47.5246,45.6954,46.4595,47.3574,47.2183,46.3803,47.6426,47.7113,45.7694,46.6602,47.6408,46.8662,47.4525,46.1426,46.1637,45.8961,46.5352,45.4613,45.3257,45.7746,45.1109,45.8873,46.0827,44.7324,45.7271,45.1039,44.1620
1.37575,27.052013,27.197987,27.83221,27.94799,28.50671,29.30705,29.93289,30.20470,31.18456,30.16107,31.40436,32.51846,33.69799,35.06040,36.4983,38.2030,39.7617,41.0000,42.6057,44.3339,45.5520,47.2013,48.3356,49.6577,50.5570,51.3523,50.8104,51.2081,50.1695,49.9732,49.4312,49.2148,48.2332,47.7164,46.2886,45.2315,44.6779,44.1577,43.6191,43.6560,44.1191,44.5017,44.9060,44.6258,45.1644,45.8020,46.5302,46.1695,47.2366,46.2047,45.8087,46.3070,46.4530,46.1611,46.3909,46.3742,45.4581,45.8809,46.0570,45.9312,46.5386,46.7299,46.5671,46.9933,46.4161,46.8003,46.4144,46.9044,46.6611,47.2903,46.7131,47.1728,47.3121,47.3792,47.5470,47.4228,47.9782,47.4111,47.5218,45.6678,46.4748,47.3305,47.2181,46.4446,47.6158,47.6963,45.7752,46.6745,47.6829,46.8758,47.4782,46.1376,46.1762,45.9245,46.4983,45.5369,45.3423,45.8356,45.0956,45.9111,46.1023,44.7164,45.7450,45.1124,44.1946
1.39087,27.057554,27.210432,27.81835,27.98201,28.50540,29.28597,29.95504,30.18525,31.20324,30.12770,31.41907,32.54317,33.66727,35.12050,36.5180,38.2158,39.7680,41.0198,42.6115,44.3597,45.5360,47.2194,48.3669,49.6817,50.5576,51.3489,50.8417,51.2158,50.1978,49.9730,49.4263,49.2212,48.2914,47.7860,46.3435,45.3004,44.6960,44.1277,43.6709,43.6709,44.1655,44.5090,44.9047,44.6475,45.1583,45.7788,46.5845,46.1655,47.2572,46.2158,45.8669,46.3507,46.5432,46.2230,46.4335,46.4101,45.5000,45.9335,46.0216,45.9317,46.6061,46.7374,46.6043,47.0665,46.4730,46.8669,46.4622,46.9568,46.6978,47.3669,46.7176,47.2086,47.3633,47.4047,47.5611,47.4281,48.0126,47.4299,47.5558,45.7230,46.4838,47.3525,47.2554,46.4514,47.7104,47.7032,45.7752,46.7194,47.7104,46.8633,47.4748,46.1565,46.1763,45.9694,46.5486,45.5234,45.3831,45.8543,45.1529,45.8957,46.1007,44.6978,45.7446,45.1439,44.1547
1.40599,27.070690,27.250000,27.85690,27.93448,28.51896,29.23276,29.91724,30.20517,31.23621,30.10517,31.41379,32.51724,33.62241,35.07759,36.5069,38.1931,39.7259,40.9966,42.5983,44.3621,45.5983,47.2224,48.3776,49.6431,50.5828,51.3397,50.8379,51.2207,50.2138,49.9897,49.5069,49.2483,48.3276,47.8621,46.4138,45.3741,44.7414,44.1328,43.6810,43.6586,44.1690,44.5379,44.9190,44.6345,45.2138,45.8448,46.6121,46.1897,47.2879,46.2948,45.8879,46.3879,46.5655,46.2466,46.5121,46.4431,45.5466,46.0017,46.0741,45.9862,46.6293,46.8500,46.6638,47.0897,46.4828,46.9345,46.4759,46.9879,46.7672,47.4414,46.7741,47.2741,47.4328,47.4655,47.6155,47.5034,48.0466,47.4379,47.5776,45.7397,46.5603,47.4259,47.2241,46.5138,47.7224,47.6931,45.8310,46.7741,47.7138,46.9103,47.5586,46.2431,46.2017,46.0172,46.5534,45.5948,45.3655,45.8741,45.1500,45.9103,46.1655,44.7569,45.8172,45.1655,44.2138
1.42111,27.072115,27.269230,27.81250,27.94551,28.50801,29.20833,29.92789,30.13942,31.25481,30.04167,31.42468,32.50641,33.60737,35.08654,36.4744,38.1715,39.7003,40.9936,42.5833,44.3910,45.5753,47.2548,48.3686,49.7083,50.5641,51.3446,50.8317,51.2644,50.2067,50.0304,49.5449,49.2724,48.3686,47.9135,46.4455,45.3798,44.7676,44.1891,43.6779,43.6635,44.1811,44.5128,44.9022,44.6138,45.2147,45.8429,46.6266,46.2276,47.3125,46.2837,45.9503,46.4006,46.5817,46.2997,46.5321,46.4631,45.5497,46.0000,46.1314,46.0369,46.6506,46.8702,46.6522,47.1490,46.5321,46.9583,46.5160,47.0208,46.7949,47.4583,46.8157,47.2869,47.4968,47.4551,47.6522,47.5304,48.0625,47.4487,47.5962,45.8061,46.6106,47.4263,47.2372,46.5080,47.7965,47.7548,45.8654,46.7933,47.7292,46.9615,47.5689,46.2484,46.2452,46.0048,46.5673,45.6234,45.4455,45.9054,45.2115,45.9439,46.1827,44.7708,45.8045,45.1987,44.2196
1.43622,27.093103,27.255173,27.84483,27.96207,28.51379,29.20862,29.91379,30.17586,31.24655,30.08965,31.42069,32.49828,33.60172,35.01379,36.5000,38.2121,39.6845,40.9724,42.5672,44.4190,45.6259,47.2776,48.3483,49.7328,50.6586,51.4017,50.8672,51.3207,50.2466,50.1017,49.5310,49.3103,48.3966,47.9000,46.4879,45.4672,44.8155,44.1931,43.7052,43.6586,44.2224,44.5276,44.9534,44.6397,45.2448,45.8017,46.6138,46.2776,47.3241,46.3328,45.9741,46.4655,46.6466,46.3465,46.6017,46.4931,45.6207,46.0621,46.1172,46.0793,46.6690,46.9086,46.6672,47.1121,46.5276,46.9672,46.5397,47.0655,46.7931,47.4569,46.8069,47.2862,47.5121,47.4655,47.6897,47.5638,48.0759,47.4517,47.6034,45.8379,46.6000,47.4000,47.2603,46.5466,47.7690,47.7345,45.8793,46.8034,47.7345,46.9983,47.5552,46.2862,46.2241,46.0345,46.6207,45.5845,45.4241,45.9914,45.2293,45.9603,46.1828,44.7983,45.8603,45.2379,44.2362
1.45134,27.079618,27.259554,27.82643,27.96019,28.52229,29.18471,29.87898,30.22771,31.23408,30.09554,31.38853,32.51115,33.61624,35.03344,36.4857,38.2006,39.7134,40.9697,42.5573,44.4522,45.6990,47.2866,48.4029,49.7006,50.6338,51.4363,50.9220,51.3487,50.2611,50.0955,49.5653,49.3248,48.3901,47.9841,46.5876,45.4777,44.8217,44.2548,43.7118,43.6688,44.2006,44.5494,44.9315,44.6417,45.2357,45.8917,46.6704,46.2850,47.3790,46.2882,46.0175,46.4984,46.6752,46.3806,46.5732,46.5430,45.6529,46.0892,46.1290,46.0764,46.6752,46.9315,46.7038,47.1131,46.5685,47.0191,46.6067,47.1162,46.8296,47.4634,46.8455,47.2930,47.5096,47.4666,47.6353,47.5430,48.0350,47.5016,47.6242,45.7946,46.5573,47.4268,47.2420,46.5812,47.7803,47.7818,45.9331,46.8487,47.6990,46.9682,47.5987,46.2898,46.2564,46.0732,46.6576,45.6242,45.4554,45.9490,45.2739,46.0064,46.2022,44.8057,45.8758,45.2436,44.2771
1.46646,27.094595,27.234797,27.79561,27.99155,28.50845,29.22466,29.92061,30.25676,31.26014,30.07601,31.40372,32.51014,33.61993,35.04730,36.5034,38.1757,39.7230,40.9932,42.6284,44.4561,45.7061,47.2973,48.3750,49.7551,50.6841,51.4426,50.9189,51.3429,50.2720,50.0861,49.6115,49.3514,48.3682,47.9595,46.5895,45.5507,44.8851,44.3007,43.7601,43.7128,44.2247,44.5895,44.9814,44.6368,45.2618,45.8851,46.6740,46.2601,47.3311,46.3750,46.0321,46.4780,46.6537,46.3851,46.6014,46.5236,45.6757,46.1047,46.1571,46.1182,46.7382,46.8851,46.7179,47.1284,46.5591,46.9713,46.5963,47.1182,46.8091,47.4459,46.8716,47.3159,47.4780,47.4814,47.6655,47.5270,48.0524,47.4966,47.6233,45.8666,46.5980,47.4544,47.2720,46.6064,47.7990,47.8108,45.9764,46.8193,47.6993,46.9899,47.6351,46.3345,46.3007,46.0845,46.6807,45.6926,45.4747,46.0135,45.2939,46.0236,46.2551,44.8615,45.9324,45.3108,44.3091
1.48158,27.079193,27.231367,27.79037,27.94410,28.50311,29.22981,29.92702,30.23758,31.27329,30.09317,31.42236,32.48913,33.61025,35.02329,36.4752,38.1677,39.7003,41.0264,42.6273,44.4472,45.6832,47.2298,48.3665,49.7019,50.6786,51.4379,50.9286,51.3571,50.3106,50.0901,49.6040,49.3323,48.4270,47.9581,46.5901,45.5528,44.8556,44.2981,43.7562,43.7298,44.2019,44.5792,44.9239,44.6351,45.2189,45.8991,46.6366,46.2624,47.2873,46.3820,46.0248,46.4658,46.6553,46.3975,46.5792,46.5295,45.6832,46.1149,46.1708,46.1211,46.7236,46.9255,46.7158,47.1522,46.5311,47.0062,46.5963,47.1258,46.8370,47.4783,46.8587,47.3354,47.5140,47.4922,47.6770,47.5668,48.1289,47.5016,47.6661,45.8401,46.5978,47.4255,47.2702,46.6071,47.7935,47.7950,45.9953,46.8509,47.7842,46.9938,47.6537,46.3121,46.2609,46.0792,46.6584,45.6957,45.5171,45.9876,45.2919,46.0466,46.2003,44.8432,45.8649,45.3106,44.3168
1.49670,27.059677,27.217741,27.79193,27.96935,28.49677,29.22581,29.91452,30.18548,31.23387,30.05807,31.39516,32.51774,33.63710,35.01613,36.4597,38.1790,39.6710,40.9935,42.6048,44.4436,45.6468,47.2339,48.3548,49.7500,50.6468,51.4371,50.9661,51.4371,50.3710,50.1210,49.6677,49.4081,48.4823,47.9855,46.5935,45.5726,44.9371,44.3484,43.7581,43.7435,44.2129,44.5419,44.8839,44.5742,45.2419,45.8355,46.6694,46.2484,47.2903,46.3694,46.0355,46.4677,46.6387,46.3919,46.5839,46.5677,45.6855,46.1113,46.2097,46.1242,46.7468,46.9339,46.7661,47.1565,46.5758,47.0177,46.6452,47.1484,46.8532,47.4742,46.8597,47.3613,47.5065,47.5210,47.6839,47.5823,48.1435,47.5484,47.6871,45.8968,46.6242,47.4677,47.2855,46.6129,47.7742,47.8581,46.0000,46.8984,47.7742,47.0306,47.6645,46.3500,46.2565,46.0855,46.6839,45.7290,45.5387,46.0258,45.3081,46.0742,46.2532,44.8839,45.8823,45.3452,44.3306
1.51182,27.084394,27.211784,27.78025,27.94745,28.47611,29.23248,29.92357,30.19108,31.18471,30.02707,31.36783,32.48089,33.53185,35.01592,36.4283,38.1497,39.6242,40.9713,42.5955,44.4363,45.6338,47.2054,48.3662,49.7245,50.6592,51.4761,51.0032,51.4602,50.3997,50.1688,49.6672,49.4029,48.5318,48.0334,46.6417,45.5939,44.9570,44.4076,43.8025,43.7404,44.2245,44.5064,44.9045,44.5796,45.2325,45.8599,46.6290,46.2723,47.3710,46.3710,46.0764,46.4936,46.7197,46.4108,46.5987,46.5685,45.7150,46.1831,46.2436,46.2038,46.7516,46.9904,46.7468,47.1895,46.6131,47.0557,46.6624,47.1911,46.8487,47.5541,46.9092,47.3551,47.5924,47.5748,47.7404,47.6003,48.1608,47.6115,47.6959,45.9475,46.6417,47.4825,47.3232,46.6561,47.8392,47.8694,45.9713,46.9299,47.8201,47.0573,47.6736,46.3647,46.2914,46.1242,46.7245,45.7293,45.5764,46.0494,45.3264,46.0732,46.2739,44.9220,45.9076,45.3376,44.3408
1.52693,27.054487,27.211538,27.78846,27.93430,28.48397,29.17949,29.90865,30.15865,31.19070,30.01122,31.36378,32.44712,33.48077,34.93269,36.4471,38.1042,39.6298,40.9375,42.5865,44.4215,45.6218,47.1747,48.3526,49.7612,50.7131,51.4920,51.0064,51.4551,50.4071,50.1955,49.6891,49.4808,48.5176,48.0513,46.7131,45.6010,44.9551,44.3910,43.7885,43.7772,44.2372,44.5144,44.8878,44.5577,45.2468,45.8413,46.6090,46.2660,47.3734,46.4151,46.0401,46.5160,46.6827,46.4279,46.6090,46.5753,45.6939,46.1587,46.2516,46.1667,46.7436,46.9808,46.7788,47.1907,46.6122,47.0385,46.6522,47.1683,46.8926,47.5176,46.9071,47.4022,47.5593,47.5801,47.7740,47.6458,48.1907,47.6106,47.7324,45.9503,46.6619,47.5016,47.2804,46.6635,47.8686,47.8782,45.9760,46.9071,47.8446,47.0561,47.6811,46.3670,46.2788,46.1122,46.7228,45.7356,45.5625,46.0513,45.3045,46.1026,46.3029,44.9087,45.9087,45.3397,44.3766
1.54205,27.058283,27.157976,27.77914,27.92945,28.45092,29.19939,29.89110,30.12117,31.18558,30.00460,31.37577,32.45245,33.50460,34.90491,36.3957,38.1058,39.5798,40.9494,42.5567,44.3681,45.5936,47.1825,48.3635,49.7822,50.7255,51.4985,51.0598,51.4525,50.4049,50.1979,49.6810,49.4954,48.5706,48.1595,46.7193,45.6979,44.9433,44.4064,43.8129,43.7960,44.1948,44.5077,44.8512,44.5445,45.2377,45.8482,46.6273,46.2669,47.3742,46.3666,46.0107,46.5598,46.6748,46.4402,46.6304,46.5598,45.7193,46.1534,46.2362,46.1334,46.7362,46.9816,46.7837,47.2071,46.6472,47.0828,46.6350,47.1764,46.9126,47.5537,46.9417,47.4049,47.5644,47.5583,47.7960,47.6764,48.2285,47.5951,47.7239,45.9663,46.6304,47.5092,47.3144,46.6426,47.9064,47.8850,45.9877,46.9340,47.8650,47.0690,47.7531,46.3681,46.2776,46.1350,46.7270,45.7439,45.6150,46.0629,45.3712,46.0905,46.2745,44.9003,45.9433,45.3926,44.3696
1.55717,27.071007,27.201183,27.78698,27.94674,28.47633,29.22781,29.96598,30.18343,31.23373,30.02811,31.34319,32.42160,33.51183,34.91272,36.4364,38.1509,39.6169,40.9882,42.6124,44.4601,45.6465,47.2870,48.4601,49.8166,50.7855,51.6302,51.1169,51.5266,50.4675,50.2944,49.7633,49.5104,48.6509,48.2396,46.7530,45.7086,44.9985,44.4423,43.8462,43.8092,44.1997,44.5399,44.8831,44.5962,45.2293,45.8447,46.6080,46.2929,47.4112,46.3831,46.0503,46.5636,46.7323,46.4586,46.6257,46.6391,45.7396,46.1805,46.2559,46.1953,46.8180,47.0177,46.8033,47.2574,46.6405,47.1080,46.6672,47.2115,46.9497,47.6124,46.9911,47.4527,47.6465,47.5976,47.8565,47.6701,48.2456,47.6716,47.7737,45.9823,46.6894,47.5769,47.3713,46.6583,47.9408,47.9423,46.0385,46.9630,47.9201,47.1109,47.8136,46.3787,46.3195,46.1465,46.8106,45.7840,45.6257,46.1006,45.3891,46.1006,46.2959,44.9364,45.9541,45.4083,44.3728
