Radius_[mm],Normalized_Integrated_Intensity,slice_2,slice_3,slice_4,slice_5,slice_6,slice_7,slice_8,slice_9,slice_10,slice_11,slice_12,slice_13,slice_14,slice_15,slice_16,slice_17,slice_18,slice_19,slice_20,slice_21,slice_22,slice_23,slice_24,slice_25,slice_26,slice_27,slice_28,slice_29,slice_30,slice_31,slice_32,slice_33,slice_34,slice_35,slice_36,slice_37,slice_38,slice_39,slice_40,slice_41,slice_42,slice_43,slice_44,slice_45,slice_46,slice_47,slice_48,slice_49,slice_50,slice_51,slice_52,slice_53,slice_54,slice_55,slice_56,slice_57,slice_58,slice_59,slice_60,slice_61,slice_62,slice_63,slice_64,slice_65,slice_66,slice_67,slice_68,slice_69,slice_70,slice_71,slice_72,slice_73,slice_74,slice_75,slice_76,slice_77,slice_78,slice_79,slice_80,slice_81,slice_82,slice_83,slice_84,slice_85,slice_86,slice_87,slice_88,slice_89,slice_90,slice_91,slice_92,slice_93,slice_94,slice_95,slice_96,slice_97,slice_98,slice_99,slice_100,slice_101,slice_102,slice_103,slice_104,slice_105
0.86173,24.93132,26.77198,29.8929,33.5412,38.5192,45.1813,52.5440,58.9121,66.4066,67.7582,74.6868,81.5907,88.5907,95.6703,105.6044,118.5604,130.629,147.214,161.420,178.220,188.684,191.115,195.239,192.335,185.459,177.234,166.011,152.701,140.310,130.739,121.684,112.121,104.442,96.964,90.613,86.657,85.140,83.154,80.868,79.547,78.871,77.396,74.868,71.275,70.835,69.687,70.206,67.6099,68.0082,66.3544,64.7473,64.8297,64.4670,63.4396,63.6951,63.2363,61.8983,62.3681,62.6593,61.8929,62.9588,62.9341,62.4835,62.9176,61.3681,61.4258,60.8517,62.5165,61.1209,62.2747,61.0907,61.3681,61.7500,61.6401,61.8049,61.7802,62.3407,60.8571,60.8929,58.0824,59.1648,60.7637,60.3269,59.7170,61.0962,61.3077,57.0385,59.9396,61.0110,59.8324,60.1896,58.3379,57.2912,57.9313,58.9506,57.4588,56.7885,58.1236,56.5577,57.9011,58.1786,56.3819,57.7335,57.5275,55.3819
0.87685,24.94893,26.76344,29.9435,33.5215,38.4812,45.1828,52.6425,58.9140,66.4489,67.7688,74.7124,81.5349,88.4704,95.7742,105.5564,118.5699,130.694,147.091,161.460,178.280,188.823,191.202,195.325,192.462,185.562,177.398,166.148,152.820,140.417,130.866,121.895,112.274,104.645,97.075,90.688,86.804,85.116,83.177,80.882,79.591,78.946,77.433,74.944,71.331,70.914,69.677,70.185,67.6156,68.0833,66.3280,64.7231,64.8360,64.5054,63.4704,63.6936,63.2849,61.8737,62.3306,62.6640,61.8925,62.9973,62.9731,62.4758,63.0161,61.3145,61.4436,60.7957,62.5296,61.1075,62.2285,61.0511,61.3683,61.7742,61.6747,61.8280,61.7903,62.3629,60.8118,60.8656,58.0941,59.1559,60.7339,60.2849,59.6828,61.0699,61.3333,57.0484,59.8360,60.9489,59.9140,60.1640,58.3952,57.2715,57.9758,58.9973,57.3844,56.7903,58.1210,56.6183,57.9462,58.1694,56.3737,57.7500,57.6479,55.3521
0.89197,24.98580,26.78977,29.9432,33.5341,38.6051,45.2500,52.6648,58.9375,66.4943,67.7869,74.6705,81.5795,88.6335,95.7216,105.5114,118.5142,130.653,147.074,161.452,178.193,188.832,191.273,195.278,192.486,185.651,177.423,166.230,152.946,140.449,131.028,122.037,112.361,104.793,97.145,90.852,86.756,85.159,83.233,80.898,79.588,79.014,77.472,75.006,71.392,70.994,69.804,70.310,67.6932,68.1506,66.3239,64.7244,64.9062,64.5369,63.4716,63.7670,63.2699,61.9205,62.3892,62.6932,61.9744,63.0455,63.0540,62.5085,63.0398,61.3722,61.4716,60.8665,62.5142,61.1307,62.2614,61.1534,61.3892,61.7386,61.6591,61.8835,61.8409,62.3778,60.8295,60.9006,57.9773,59.1790,60.7898,60.2699,59.6818,61.1222,61.3182,57.0142,59.8636,60.9574,59.9290,60.1903,58.3608,57.2898,57.9915,59.0682,57.4403,56.8011,58.1335,56.6335,57.9489,58.1335,56.4261,57.7699,57.6449,55.3977
0.90709,24.99515,26.79369,29.9248,33.5655,38.5510,45.2670,52.6141,58.9393,66.4757,67.7524,74.6966,81.5000,88.5413,95.7015,105.5000,118.4102,130.541,146.956,161.226,178.197,188.723,191.299,195.301,192.541,185.636,177.529,166.223,152.988,140.585,131.143,122.155,112.502,104.978,97.299,90.896,86.874,85.240,83.233,80.908,79.619,79.114,77.505,75.024,71.549,71.075,69.896,70.393,67.7039,68.1723,66.3981,64.7985,64.9879,64.6238,63.5655,63.8107,63.2670,61.9660,62.3883,62.7524,61.9393,63.0437,63.1117,62.5340,63.0558,61.4053,61.5243,60.8617,62.5558,61.1748,62.3325,61.1869,61.4248,61.8107,61.6796,61.9029,61.9029,62.4248,60.8350,60.9345,58.0316,59.2136,60.7767,60.2354,59.7136,61.1481,61.3956,57.0534,59.8859,60.9733,59.9417,60.2354,58.4175,57.2767,57.9369,59.0097,57.4126,56.8083,58.1748,56.5995,57.9515,58.1845,56.4053,57.7136,57.6262,55.4175
0.92221,24.92742,26.77151,29.8979,33.5000,38.5188,45.1263,52.5000,58.7715,66.3333,67.6021,74.5296,81.2339,88.2177,95.4059,105.1586,118.0618,130.188,146.562,160.895,177.828,188.296,190.823,195.110,192.382,185.538,177.304,166.169,152.898,140.508,131.081,122.108,112.446,104.952,97.328,90.914,86.745,85.137,83.280,80.836,79.597,79.083,77.473,75.054,71.516,71.097,69.866,70.315,67.7446,68.2554,66.3898,64.8333,64.9247,64.5941,63.5833,63.8280,63.2097,62.0000,62.3979,62.7097,61.9597,63.0376,62.9919,62.5699,63.0161,61.4086,61.5457,60.8763,62.6048,61.1532,62.3360,61.1747,61.3871,61.7957,61.7392,61.9274,61.8898,62.4462,60.8602,60.9731,58.0726,59.2500,60.7688,60.2661,59.7258,61.1989,61.3548,57.0591,59.8844,60.9731,59.9919,60.2876,58.3683,57.3387,57.9758,59.0484,57.4194,56.8521,58.2124,56.5591,57.9570,58.1855,56.3710,57.7769,57.6290,55.3871
0.93733,24.89320,26.70146,29.8252,33.4320,38.3859,45.0000,52.4320,58.6845,66.2476,67.4636,74.4879,81.1820,88.1092,95.3544,105.0073,117.9709,129.983,146.410,160.900,177.701,188.189,190.777,195.117,192.386,185.595,177.515,166.141,153.019,140.646,131.104,122.114,112.551,105.019,97.367,90.956,86.799,85.112,83.218,80.835,79.566,79.002,77.456,75.029,71.515,71.092,69.930,70.352,67.7476,68.2743,66.4029,64.8277,64.9587,64.6796,63.5777,63.8204,63.2597,61.9927,62.4417,62.7549,61.9515,63.0607,63.0680,62.5825,63.0607,61.3811,61.5607,60.9029,62.6165,61.1578,62.3398,61.1869,61.4248,61.7791,61.7816,61.9126,61.9102,62.4442,60.9126,61.0097,58.0364,59.2524,60.8665,60.3398,59.7937,61.2257,61.3689,57.0801,59.9539,61.0170,59.9709,60.3107,58.4442,57.3447,58.0049,59.0801,57.4612,56.8617,58.1966,56.6578,58.0121,58.2476,56.4150,57.8398,57.7136,55.4296
0.95244,24.83594,26.70312,29.8047,33.3698,38.3333,44.9740,52.3021,58.5495,66.0833,67.4245,74.3620,81.1719,88.0885,95.3307,104.8724,117.8307,129.872,146.365,160.852,177.615,188.346,190.794,195.302,192.495,185.773,177.622,166.341,153.102,140.859,131.198,122.232,112.625,105.049,97.383,91.062,86.854,85.125,83.208,80.891,79.628,78.982,77.497,75.094,71.458,71.102,69.839,70.307,67.7917,68.2031,66.4531,64.8047,64.9141,64.6042,63.6068,63.7344,63.3255,62.0104,62.4661,62.7604,61.9844,63.0859,63.0729,62.5651,63.0833,61.4635,61.5234,60.9349,62.6016,61.1484,62.3047,61.1719,61.4609,61.8099,61.7682,61.9583,61.8854,62.3958,60.8880,60.9661,58.0885,59.2448,60.8438,60.3698,59.7891,61.2188,61.3880,57.0938,59.9740,61.0443,59.9531,60.3099,58.4505,57.3724,58.0052,59.0443,57.4792,56.8516,58.1849,56.6693,58.0443,58.3464,56.4297,57.8932,57.7396,55.4115
0.96756,24.79798,26.64899,29.7475,33.3157,38.3056,44.9167,52.2045,58.5253,65.9899,67.3359,74.2601,81.0556,87.9798,95.2475,104.7172,117.6742,129.699,146.199,160.763,177.495,188.366,190.846,195.308,192.616,185.856,177.730,166.533,153.374,140.944,131.364,122.376,112.730,105.126,97.568,91.078,86.879,85.144,83.187,80.955,79.667,79.098,77.487,75.061,71.518,71.098,69.944,70.359,67.8182,68.2525,66.4975,64.8460,64.9747,64.5909,63.6086,63.7955,63.3359,61.9672,62.4419,62.7500,62.0000,63.0328,63.0859,62.5505,63.0227,61.3258,61.5051,60.9015,62.5833,61.1540,62.3131,61.1995,61.4268,61.8434,61.7146,61.9066,61.8914,62.3712,60.9066,60.9470,58.0253,59.2904,60.8434,60.3308,59.7576,61.2121,61.3561,57.0783,59.9217,61.0556,59.9571,60.2677,58.4823,57.3460,57.9823,59.0354,57.4899,56.9167,58.2475,56.6692,58.0581,58.2879,56.4773,57.8384,57.7348,55.4141
0.98268,24.81075,26.68458,29.7640,33.2710,38.2196,44.8668,52.1659,58.5070,65.9720,67.2640,74.1519,80.9603,87.9229,95.0467,104.6519,117.5607,129.551,146.093,160.603,177.516,188.178,190.879,195.346,192.766,185.977,177.841,166.694,153.435,141.161,131.416,122.446,112.879,105.350,97.610,91.147,86.951,85.182,83.255,80.963,79.713,79.089,77.558,75.203,71.544,71.133,69.984,70.432,67.8902,68.2336,66.4813,64.8318,64.9883,64.6215,63.5888,63.8107,63.3598,62.0000,62.4252,62.7593,61.9930,63.0911,63.0958,62.4883,63.0467,61.4065,61.5350,60.9416,62.6379,61.1659,62.3224,61.2079,61.3995,61.8808,61.7827,61.8902,61.9136,62.4065,60.9065,60.9299,58.1028,59.3061,60.8692,60.3528,59.8178,61.1822,61.4416,57.1145,59.9790,61.0467,59.9603,60.2266,58.4930,57.3808,58.0421,59.0561,57.5257,56.9369,58.3107,56.6706,58.0374,58.3388,56.5140,57.8458,57.7500,55.4766
0.99780,24.87740,26.69471,29.7885,33.2572,38.3101,44.8558,52.2043,58.5192,66.0072,67.2764,74.2236,80.9784,87.9495,95.1514,104.7788,117.5240,129.555,146.132,160.536,177.450,188.212,190.966,195.305,192.942,186.019,178.012,166.877,153.620,141.279,131.630,122.601,112.988,105.447,97.803,91.339,87.019,85.245,83.329,80.998,79.704,79.202,77.611,75.238,71.671,71.204,70.005,70.474,67.9135,68.2981,66.4663,64.8582,65.0793,64.6538,63.6106,63.8534,63.3654,62.0000,62.4087,62.7572,62.0072,63.0913,63.0697,62.5649,63.0817,61.3942,61.5433,60.8630,62.5889,61.1274,62.3269,61.2067,61.4014,61.8822,61.7236,61.9471,61.9279,62.4038,60.8822,60.8750,58.0769,59.2885,60.8438,60.2380,59.7861,61.2188,61.3942,57.1659,59.9784,61.0024,59.9591,60.2764,58.5120,57.3341,57.9856,59.0865,57.5337,56.9159,58.3173,56.7452,58.1034,58.2957,56.5697,57.8654,57.7692,55.5168
1.01292,24.86697,26.70184,29.7431,33.3440,38.2546,44.8670,52.2317,58.5344,66.0688,67.2798,74.3211,81.0459,88.0344,95.2615,104.8326,117.6995,129.674,146.156,160.628,177.651,188.257,190.966,195.399,192.885,186.177,178.069,166.878,153.732,141.433,131.842,122.771,113.193,105.622,97.883,91.500,87.076,85.303,83.342,80.989,79.741,79.232,77.674,75.280,71.686,71.232,69.998,70.507,67.9450,68.2775,66.4450,64.8761,65.1055,64.6514,63.6147,63.7913,63.3853,62.0023,62.4725,62.7064,61.9908,63.0757,63.0895,62.5321,63.0436,61.4083,61.5413,60.8280,62.5849,61.1881,62.3119,61.2385,61.3899,61.8716,61.7317,61.8968,61.8899,62.4174,60.8899,60.9335,58.0252,59.2339,60.8119,60.2638,59.7431,61.1674,61.3716,57.0917,59.8968,60.9679,59.9427,60.2339,58.4633,57.3899,57.9977,59.0803,57.4633,56.9679,58.2913,56.7362,58.0963,58.2982,56.5803,57.8463,57.7729,55.5436
1.02803,24.91019,26.70388,29.7306,33.3447,38.2985,44.8010,52.2160,58.5194,66.0194,67.2985,74.4126,81.0243,88.0777,95.2767,104.8689,117.7476,129.733,146.204,160.682,177.765,188.413,191.034,195.515,193.032,186.267,178.194,167.114,153.830,141.500,131.990,122.905,113.345,105.782,98.029,91.583,87.150,85.381,83.386,81.063,79.803,79.306,77.697,75.345,71.779,71.318,70.100,70.578,67.9150,68.3859,66.4223,64.8714,65.1262,64.6942,63.6699,63.8155,63.4345,62.0388,62.4709,62.7646,62.0267,63.0485,63.1359,62.5801,63.1432,61.3883,61.5752,60.8641,62.5704,61.1286,62.4053,61.2063,61.4320,61.8932,61.7621,61.9660,61.9417,62.4296,60.8835,60.9490,58.0728,59.2184,60.8422,60.2476,59.7282,61.2136,61.3932,57.0461,59.9029,60.9951,59.9539,60.2184,58.4709,57.4005,58.0461,59.1189,57.4587,56.9417,58.2039,56.7403,58.1529,58.3325,56.5874,57.9150,57.7718,55.4903
1.04315,24.83186,26.60398,29.7279,33.2633,38.2411,44.7124,52.1173,58.3850,65.9845,67.1726,74.2345,80.9557,87.9602,95.1040,104.7080,117.5774,129.533,146.000,160.423,177.560,188.248,190.896,195.473,192.991,186.323,178.232,167.100,153.867,141.542,132.007,123.042,113.365,105.885,98.075,91.664,87.195,85.334,83.374,81.042,79.788,79.296,77.715,75.332,71.752,71.327,70.077,70.580,67.9757,68.3805,66.5243,64.9071,65.0929,64.7146,63.6748,63.8739,63.3319,62.0796,62.4712,62.7832,61.9845,63.1018,63.1460,62.5531,63.0575,61.4137,61.5863,60.9602,62.6062,61.1726,62.3429,61.2146,61.3982,61.8827,61.7633,61.9668,61.9071,62.4712,60.8783,60.9358,58.0354,59.2301,60.8429,60.2965,59.7478,61.2035,61.4049,57.0951,59.9181,61.0044,59.9624,60.3031,58.4513,57.3341,58.0111,59.1062,57.4425,56.9491,58.1903,56.7323,58.1062,58.3717,56.5354,57.8650,57.7434,55.4580
1.05827,24.78182,26.59091,29.6727,33.1818,38.1614,44.6932,52.0455,58.3023,65.8114,67.0568,74.0977,80.7864,87.7227,94.9864,104.4932,117.3818,129.343,145.716,160.225,177.341,188.075,190.805,195.525,192.855,186.384,178.318,167.150,153.850,141.493,132.070,123.111,113.441,105.886,98.214,91.677,87.157,85.327,83.414,81.070,79.939,79.234,77.800,75.341,71.739,71.405,70.166,70.616,67.9568,68.4250,66.5409,64.9023,65.1205,64.7341,63.6386,63.8364,63.3409,62.0250,62.4568,62.8295,62.0000,63.0705,63.1045,62.5295,63.0818,61.4136,61.5591,60.9273,62.6114,61.1977,62.3614,61.1614,61.4773,61.8818,61.7545,62.0000,61.9545,62.4773,60.8614,60.9750,58.0341,59.3023,60.8500,60.3023,59.8000,61.1591,61.4318,57.0636,60.0295,61.0068,59.9659,60.2773,58.4818,57.3477,57.9909,59.1227,57.4773,56.9159,58.1841,56.7386,58.0568,58.3159,56.4364,57.8000,57.7659,55.4455
1.07339,24.75467,26.54439,29.7266,33.1963,38.1075,44.5958,52.0374,58.2336,65.8481,67.1238,74.0327,80.7827,87.6752,94.9696,104.4136,117.2967,129.248,145.603,160.271,177.206,188.121,190.813,195.582,192.930,186.493,178.404,167.255,154.044,141.582,132.227,123.201,113.645,106.033,98.285,91.853,87.362,85.388,83.393,81.126,79.918,79.357,77.881,75.381,71.834,71.430,70.206,70.636,67.9603,68.4743,66.5654,64.9369,65.1075,64.7617,63.6776,63.8855,63.3808,62.0421,62.4603,62.8037,61.9696,63.1168,63.1379,62.5654,63.0631,61.4229,61.5561,60.9463,62.6799,61.1542,62.3037,61.2266,61.4416,61.8458,61.7360,61.9346,61.9065,62.4556,60.8762,60.9743,58.0350,59.3154,60.8248,60.2687,59.7734,61.1636,61.3715,57.0911,59.9766,61.0000,59.9626,60.2593,58.4883,57.3248,58.0280,59.0748,57.5327,56.9089,58.2313,56.6636,58.1028,58.2757,56.4346,57.8692,57.7687,55.4322
1.08851,24.73319,26.54622,29.6597,33.1660,38.0672,44.6050,52.0189,58.2185,65.8466,67.1239,74.0735,80.8403,87.7248,94.9874,104.4244,117.3613,129.288,145.649,160.181,177.200,188.139,190.840,195.609,193.032,186.479,178.529,167.439,154.118,141.748,132.416,123.330,113.748,106.269,98.408,91.903,87.305,85.353,83.370,81.168,79.931,79.456,77.905,75.374,71.754,71.422,70.185,70.601,67.9685,68.4643,66.5252,64.9559,65.1618,64.7920,63.6849,63.8571,63.3845,62.0021,62.4853,62.7878,61.9160,63.1092,63.1008,62.5357,63.1176,61.4349,61.5063,60.9601,62.5546,61.1303,62.3004,61.2122,61.4370,61.8193,61.7269,61.9160,61.9391,62.4412,60.8424,60.9874,57.9832,59.2374,60.7962,60.2122,59.7353,61.2080,61.3613,57.0315,59.8845,60.9874,59.9538,60.2668,58.4307,57.3172,57.9916,59.0777,57.4118,56.8613,58.1576,56.6345,57.9853,58.2437,56.3845,57.7710,57.7374,55.3992
1.10363,24.71930,26.58333,29.6798,33.2325,38.1075,44.6140,52.0965,58.3640,65.8947,67.1908,74.1996,80.9232,87.8969,95.0899,104.5987,117.3860,129.296,145.741,160.246,177.362,188.281,191.022,195.765,193.283,186.748,178.831,167.700,154.362,142.011,132.610,123.533,113.961,106.564,98.610,92.127,87.452,85.338,83.553,81.268,80.057,79.529,77.967,75.520,71.895,71.529,70.241,70.691,68.0614,68.5175,66.5504,64.9868,65.2325,64.8640,63.7018,63.9386,63.4627,62.1075,62.5570,62.8399,62.0000,63.2325,63.2083,62.5570,63.1184,61.5329,61.6162,61.0000,62.6469,61.1952,62.4342,61.2654,61.5154,61.9474,61.8509,62.0088,61.9781,62.4912,60.8377,61.0504,58.1184,59.3399,60.8794,60.3289,59.7961,61.2325,61.4276,57.1601,59.9342,61.0175,60.0088,60.3794,58.4627,57.4189,58.0811,59.1557,57.5329,56.8904,58.1974,56.7390,58.0789,58.3268,56.3991,57.8246,57.7522,55.4781
1.11874,24.77731,26.57563,29.6450,33.1429,38.0966,44.6218,51.9076,58.2605,65.8782,67.0840,74.1176,80.8172,87.8172,94.9055,104.3802,117.2017,129.128,145.603,160.084,177.221,188.174,190.933,195.693,193.277,186.832,178.870,167.771,154.548,142.153,132.704,123.685,114.059,106.588,98.756,92.227,87.452,85.412,83.624,81.250,80.050,79.595,78.004,75.563,71.924,71.622,70.368,70.826,68.0504,68.6071,66.5588,64.9916,65.2500,64.8698,63.7122,63.9097,63.4286,62.1345,62.5588,62.8760,62.0252,63.1765,63.2206,62.5693,63.1450,61.5063,61.6092,60.9790,62.6555,61.2206,62.3760,61.2710,61.4979,61.9412,61.8298,62.0042,61.9769,62.5252,60.9244,61.0819,58.1240,59.3340,60.9202,60.3487,59.8277,61.2773,61.4832,57.1660,59.9958,61.0714,60.0588,60.3445,58.4895,57.4601,58.1029,59.1366,57.5294,56.9748,58.1765,56.7584,58.0756,58.3088,56.4958,57.8151,57.7794,55.5189
1.13386,24.76240,26.53719,29.6963,33.1426,38.0661,44.5826,51.9008,58.2066,65.8657,67.0703,74.0289,80.7335,87.8140,94.8409,104.3905,117.2066,129.155,145.531,160.048,177.184,188.260,191.002,195.694,193.397,187.008,179.037,167.986,154.680,142.254,132.868,123.872,114.171,106.781,98.981,92.357,87.496,85.469,83.713,81.331,80.126,79.655,78.112,75.651,71.983,71.651,70.386,70.812,68.1384,68.6260,66.6219,65.0723,65.3203,64.8636,63.8120,63.9855,63.4876,62.1550,62.5558,62.9277,62.0930,63.2252,63.2727,62.6570,63.2066,61.6178,61.6922,61.0310,62.6942,61.2686,62.4711,61.2872,61.5971,61.9711,61.8864,62.0558,62.0351,62.5496,60.9669,61.1405,58.1963,59.3740,60.9752,60.4256,59.9132,61.3326,61.5702,57.1901,60.0496,61.0847,60.1054,60.4628,58.5165,57.5062,58.1674,59.2169,57.6343,56.9607,58.2727,56.7748,58.1467,58.3760,56.4979,57.8533,57.7996,55.5351
1.14898,24.65966,26.52731,29.6050,33.0714,38.0168,44.5210,51.8109,58.1218,65.6933,66.9139,73.9034,80.6786,87.6597,94.7269,104.3004,117.0231,128.935,145.303,159.880,176.994,188.118,190.996,195.725,193.387,187.151,179.099,168.053,154.742,142.336,133.034,124.036,114.305,106.882,99.099,92.456,87.616,85.565,83.769,81.361,80.170,79.733,78.126,75.700,72.042,71.704,70.475,70.878,68.1555,68.6639,66.7227,65.1261,65.3109,64.8971,63.8529,64.0273,63.4832,62.1807,62.6597,62.9349,62.1134,63.2479,63.2773,62.7374,63.2248,61.6113,61.7353,61.1240,62.7647,61.3634,62.5231,61.3277,61.5735,61.9559,61.9223,62.0924,62.0945,62.6345,60.9979,61.1933,58.2017,59.4076,60.9874,60.4916,59.9496,61.3214,61.5861,57.2731,60.1366,61.1450,60.1345,60.4370,58.5546,57.4937,58.1933,59.2206,57.6282,57.0000,58.3004,56.8613,58.1849,58.4244,56.5105,57.8929,57.8655,55.5735
1.16410,24.68952,26.53226,29.6190,33.0645,38.0302,44.5202,51.8407,58.1734,65.7480,67.0181,73.9778,80.7964,87.7661,94.9093,104.3468,117.1472,129.044,145.496,160.101,177.200,188.405,191.254,196.141,193.661,187.312,179.357,168.335,155.002,142.581,133.250,124.268,114.500,107.071,99.266,92.651,87.698,85.627,83.855,81.486,80.268,79.833,78.250,75.815,72.133,71.786,70.548,70.982,68.2742,68.6976,66.8286,65.1855,65.4012,64.9274,63.8811,64.0887,63.5544,62.2258,62.6936,62.9919,62.2339,63.3286,63.3569,62.8105,63.2762,61.5988,61.7540,61.0746,62.8468,61.3508,62.5141,61.4093,61.6754,62.0403,61.9395,62.1250,62.1129,62.6794,61.0403,61.1653,58.2097,59.4355,61.0363,60.4758,59.9597,61.3649,61.6371,57.2722,60.1633,61.1835,60.1875,60.5040,58.6411,57.4758,58.2198,59.2742,57.7077,57.0847,58.3508,56.8891,58.2359,58.4637,56.5827,57.9617,57.9093,55.6331
1.17922,24.72358,26.60163,29.6199,33.1524,38.0528,44.5508,51.9065,58.2053,65.8882,67.1260,74.1382,80.8963,87.8435,95.0793,104.5325,117.2906,129.217,145.614,160.337,177.453,188.557,191.463,196.470,193.986,187.581,179.654,168.624,155.278,142.911,133.457,124.502,114.732,107.264,99.437,92.872,87.823,85.770,83.900,81.571,80.287,79.888,78.321,75.929,72.211,71.898,70.579,71.126,68.2581,68.7866,66.8740,65.2906,65.4634,65.0244,63.9370,64.0976,63.6484,62.2398,62.7459,63.0285,62.2561,63.3089,63.3354,62.8862,63.2805,61.6199,61.7967,61.1382,62.8963,61.4289,62.5610,61.4350,61.6646,62.0955,62.0041,62.1077,62.1016,62.7175,61.0691,61.2317,58.1667,59.4919,61.0528,60.5000,59.9736,61.3963,61.6301,57.2764,60.1748,61.2195,60.1626,60.4817,58.6890,57.5081,58.1362,59.2906,57.7053,57.0915,58.3841,56.8963,58.2805,58.4919,56.6199,57.9695,57.9350,55.6504
1.19433,24.73837,26.58915,29.6085,33.0698,37.9826,44.5252,51.8934,58.2093,65.8740,67.1337,74.2074,80.9651,87.8837,95.1453,104.5446,117.3760,129.326,145.715,160.519,177.624,188.729,191.775,196.599,194.285,187.791,179.901,168.903,155.525,143.167,133.723,124.640,114.917,107.438,99.583,92.921,87.938,85.831,83.919,81.630,80.337,79.938,78.411,75.953,72.349,71.967,70.667,71.196,68.3857,68.8217,66.8624,65.3004,65.4806,65.0291,63.9264,64.0911,63.6492,62.2694,62.7829,63.0485,62.2694,63.3178,63.3469,62.8585,63.3062,61.5930,61.8566,61.1570,62.8721,61.4050,62.5833,61.4767,61.6609,62.0543,61.9903,62.0911,62.1260,62.6957,61.0601,61.2074,58.1531,59.5426,61.0039,60.5233,59.9515,61.3953,61.6764,57.2345,60.1686,61.1977,60.1822,60.5562,58.6725,57.5291,58.1996,59.3198,57.6512,57.0853,58.4264,56.8682,58.2519,58.4264,56.5950,58.0233,57.9632,55.5950
1.20945,24.74364,26.56992,29.5530,33.0318,37.9661,44.4513,51.9004,58.1504,65.7881,67.1504,74.1631,80.8644,87.8178,95.0021,104.4619,117.2670,129.250,145.648,160.343,177.502,188.672,191.735,196.525,194.466,187.949,180.136,169.000,155.712,143.426,133.858,124.771,115.108,107.536,99.763,93.106,88.034,85.883,83.968,81.684,80.432,79.956,78.426,76.006,72.453,72.017,70.746,71.246,68.4047,68.8920,66.9258,65.3008,65.5170,65.0275,63.9682,64.1610,63.7331,62.3602,62.8369,63.0021,62.2775,63.3623,63.3771,62.9025,63.3305,61.6525,61.8792,61.2182,62.9322,61.4979,62.5996,61.5318,61.6547,62.0805,62.0000,62.1017,62.1589,62.6928,61.1314,61.2966,58.2394,59.5339,61.0720,60.6229,59.9894,61.4831,61.7246,57.2627,60.1674,61.1992,60.2924,60.5763,58.7246,57.5551,58.2479,59.3602,57.6737,57.1250,58.4492,56.8941,58.3051,58.4746,56.6928,58.0360,57.9407,55.6419
1.22457,24.69891,26.54380,29.6040,33.0584,37.9471,44.4453,51.8047,58.1241,65.7756,67.0620,74.1405,80.8193,87.8248,94.9763,104.4526,117.1825,129.064,145.515,160.237,177.518,188.500,191.622,196.495,194.462,187.958,180.161,169.109,155.838,143.586,134.040,124.925,115.235,107.714,99.883,93.245,88.139,85.940,83.962,81.750,80.383,80.000,78.476,76.075,72.504,72.082,70.796,71.314,68.4891,68.9416,66.9380,65.3066,65.5547,65.1004,63.9872,64.1734,63.6606,62.3686,62.8449,63.0310,62.3102,63.3631,63.3923,62.9161,63.3814,61.7099,61.9069,61.2755,62.8978,61.4690,62.6332,61.4927,61.7299,62.1223,62.0693,62.1496,62.2117,62.6788,61.1186,61.3029,58.2391,59.6004,61.0675,60.5584,60.0420,61.5456,61.7409,57.2847,60.1953,61.2208,60.2901,60.5566,58.7372,57.5894,58.3120,59.3978,57.6332,57.1423,58.4471,56.9726,58.3102,58.5073,56.6697,58.1022,58.0109,55.6277
1.23969,24.66400,26.49400,29.5260,32.9660,37.9000,44.3000,51.6860,57.9600,65.5500,66.8620,73.8880,80.4940,87.5560,94.5980,104.1200,116.8540,128.624,145.006,159.824,177.114,188.176,191.396,196.180,194.432,187.870,179.960,169.056,155.816,143.536,134.076,124.914,115.346,107.804,99.944,93.352,88.122,85.936,83.904,81.752,80.414,80.034,78.448,76.138,72.580,72.102,70.832,71.336,68.5100,68.9680,66.9680,65.3820,65.5820,65.1440,64.0560,64.2300,63.7340,62.3960,62.8440,63.0940,62.3280,63.4100,63.3960,62.9180,63.3920,61.7100,61.9140,61.2700,62.9340,61.5100,62.5980,61.5540,61.7420,62.1420,62.0720,62.1840,62.2120,62.7620,61.1680,61.3500,58.2380,59.5600,61.1520,60.5180,60.0180,61.4880,61.6980,57.2780,60.1980,61.2820,60.2680,60.5220,58.7960,57.6080,58.3180,59.4180,57.6560,57.1180,58.4620,56.9760,58.3000,58.5260,56.7640,58.1100,58.0160,55.6700
