X,Y
12.381,17649.809
24.762,17470.875
37.143,17038.592
49.524,16685.438
61.905,16560.607
74.286,16586.834
86.667,16670.812
99.048,16740.738
111.429,16720.811
123.810,16400.492
136.190,16154.017
148.571,16199.853
160.952,16324.000
173.333,16638.953
185.714,17077.191
198.095,17323.914
210.476,17547.271
222.857,17776.631
235.238,17687.754
247.619,17384.973
260.000,16956.992
272.381,16601.133
284.762,16433.459
297.143,16632.061
309.524,16789.762
321.905,17023.768
334.286,17395.857
346.667,17850.822
359.048,18462.611
371.429,18821.076
383.810,19627.535
396.190,19954.594
408.571,19853.459
420.952,20109.395
433.333,20318.875
445.714,20067.320
458.095,19994.900
470.476,19625.385
482.857,19134.160
495.238,18571.314
507.619,18126.299
520.000,17839.299
532.381,17651.314
544.762,17571.375
557.143,17603.502
569.524,17520.531
581.905,17378.777
594.286,17265.879
606.667,17254.498
619.048,17316.471
631.429,17465.643
643.810,17755.471
656.190,17848.471
668.571,17864.730
680.952,17858.846
693.333,17701.812
705.714,17517.027
718.095,17561.055
730.476,17522.199
742.857,17631.359
755.238,17820.465
767.619,17915.543
780.000,18094.307
792.381,18109.785
804.762,18175.371
817.143,18302.623
829.524,18354.975
841.905,18257.346
854.286,18294.602
866.667,18200.102
879.048,18181.918
891.429,18286.557
903.810,18309.436
916.190,18449.314
928.571,18614.148
940.952,18859.588
953.333,18961.826
965.714,18858.797
978.095,18888.760
990.476,18752.146
1002.857,18467.760
1015.238,18392.164
1027.619,18277.811
1040.000,18157.035
1052.381,18110.207
1064.762,18118.361
1077.143,18338.852
1089.524,18371.410
1101.905,18501.730
1114.286,18688.205
1126.667,18866.193
1139.048,18994.139
1151.429,19140.996
1163.810,19272.746
1176.191,19310.123
1188.571,19332.639
1200.952,19556.160
1213.333,19608.643
1225.714,19568.797
1238.095,19734.836
1250.476,19783.641
1262.857,19713.217
1275.238,19754.625
1287.619,19697.748
1300.000,19544.635
1312.381,19614.430
1324.762,19571.311
1337.143,19473.000
1349.524,19481.209
1361.905,19371.977
1374.286,19322.990
1386.667,19270.750
1399.048,19148.703
1411.429,19174.352
1423.810,19161.445
1436.191,19275.268
1448.571,19441.957
1460.952,19593.703
1473.333,19709.668
1485.714,19824.658
1498.095,19954.797
1510.476,19994.990
1522.857,20045.588
1535.238,20022.986
1547.619,19952.238
1560.000,19886.742
1572.381,19936.768
1584.762,19956.105
1597.143,19940.027
1609.524,20060.291
1621.905,20050.844
1634.286,20027.141
1646.667,20059.434
1659.048,20011.336
1671.429,19967.697
1683.810,19974.945
1696.191,20060.164
1708.571,20224.387
1720.952,20382.590
1733.333,20534.080
1745.714,20592.158
1758.095,20630.801
1770.476,20648.324
1782.857,20683.773
1795.238,20758.387
1807.619,20808.777
1820.000,20889.660
1832.381,21003.959
1844.762,21024.664
1857.143,20976.533
1869.524,21061.062
1881.905,21136.938
1894.286,21236.561
1906.667,21320.084
1919.048,21388.029
1931.429,21381.586
1943.810,21215.270
1956.191,21147.914
1968.571,21100.180
1980.952,21031.484
1993.333,21258.117
2005.714,21379.410
2018.095,21541.900
2030.476,21686.736
2042.857,21609.551
2055.238,21656.986
2067.619,21657.252
2080.000,21481.018
2092.381,21301.443
2104.762,21168.146
2117.143,21202.008
2129.524,21022.863
2141.905,20938.613
2154.286,20819.668
2166.667,20577.391
2179.048,20356.473
2191.429,20184.217
2203.810,20082.943
2216.190,20015.445
2228.572,19847.514
2240.952,19873.375
2253.333,19730.418
2265.714,19605.520
2278.095,19521.922
2290.476,19466.781
2302.857,19416.893
2315.238,19541.010
2327.619,19552.742
2340.000,19624.352
2352.381,19877.014
2364.762,19907.645
2377.143,19823.172
2389.524,19889.918
2401.905,19701.209
2414.286,19515.117
2426.667,19432.283
2439.048,19302.107
2451.429,19149.332
2463.810,19213.121
2476.190,19257.844
2488.572,19449.674
2500.952,19670.686
2513.333,19828.906
2525.714,19905.246
2538.095,20142.176
2550.476,20240.295
2562.857,20372.348
2575.238,20416.840
2587.619,20453.521
2600.000,20359.707
2612.381,20216.611
2624.762,20123.744
2637.143,20004.852
2649.524,19736.328
2661.905,19535.568
2674.286,19258.631
2686.667,19290.488
2699.048,19305.369
2711.429,19306.729
2723.810,19428.617
2736.190,19357.568
2748.572,19314.641
2760.952,19184.994
2773.333,19128.209
2785.714,19031.971
2798.095,19020.148
2810.476,18960.777
2822.857,19014.227
2835.238,19020.387
2847.619,18973.795
2860.000,18913.322
2872.381,18896.342
2884.762,18862.262
2897.143,18849.320
2909.524,18866.961
2921.905,18860.264
2934.286,18851.369
2946.667,18890.115
2959.048,19000.156
2971.429,19061.146
2983.810,19046.094
2996.190,19011.350
3008.572,18937.928
3020.952,18706.053
3033.333,18583.883
3045.714,18506.168
3058.095,18477.123
3070.476,18524.971
3082.857,18560.479
3095.238,18615.369
3107.619,18687.430
3120.000,18820.652
3132.381,18896.686
3144.762,19038.293
3157.143,18963.320
3169.524,18864.311
3181.905,18764.344
3194.286,18645.068
3206.667,18512.521
3219.048,18437.840
3231.429,18398.492
3243.810,18387.865
3256.190,18560.523
3268.572,18787.857
3280.952,18850.459
3293.333,19009.086
3305.714,19076.150
3318.095,19130.230
3330.476,19073.064
3342.857,19018.402
3355.238,18882.986
3367.619,18815.834
3380.000,18790.436
3392.381,18609.270
3404.762,18372.422
3417.143,18387.975
3429.524,18309.359
3441.905,18364.141
3454.286,18660.234
3466.667,18647.998
3479.048,18805.990
3491.429,19037.238
3503.810,19018.721
3516.190,18958.875
3528.572,18904.510
3540.952,18686.998
3553.333,18487.537
3565.714,18449.396
3578.095,18398.924
3590.476,18518.268
3602.857,18678.936
3615.238,18760.973
3627.619,18858.830
3640.000,18885.656
3652.381,18805.451
3664.762,18726.217
3677.143,18727.893
3689.524,18642.941
3701.905,18644.848
3714.286,18673.230
3726.667,18652.707
3739.048,18720.582
3751.429,18746.850
3763.810,18775.518
3776.190,18904.842
3788.572,18871.576
3800.952,18931.795
3813.333,18873.527
3825.714,18781.043
3838.095,18555.842
3850.476,18376.420
3862.857,18309.861
3875.238,18166.922
3887.619,18193.092
3900.000,18351.859
3912.381,18348.482
3924.762,18326.529
3937.143,18444.617
3949.524,18445.881
3961.905,18400.266
3974.286,18472.746
3986.667,18308.455
3999.048,18170.881
4011.429,18115.680
4023.810,17966.727
4036.190,17893.572
4048.572,17898.705
4060.952,17748.355
4073.333,17673.580
4085.714,17650.840
4098.095,17599.881
4110.476,17542.123
4122.857,17509.264
4135.238,17588.992
4147.619,17620.729
4160.000,17645.820
4172.381,17778.340
4184.762,17842.256
4197.143,17905.221
4209.524,17982.709
4221.905,18042.436
4234.286,18061.920
4246.667,18034.625
4259.048,17970.641
4271.429,17886.229
4283.810,17817.117
4296.190,17764.686
4308.571,17759.936
4320.953,17820.619
4333.333,17853.031
4345.714,17792.391
4358.095,17882.889
4370.476,17829.389
4382.857,17708.703
4395.238,17748.482
4407.619,17612.299
4420.000,17645.852
4432.381,17720.361
4444.762,17818.789
4457.143,17975.643
4469.524,18013.012
4481.905,18012.939
4494.286,17963.377
4506.667,17808.652
4519.048,17581.826
4531.429,17465.828
4543.810,17417.398
4556.190,17419.398
4568.571,17474.168
4580.953,17560.414
4593.333,17567.990
4605.714,17543.838
4618.095,17546.777
4630.476,17475.486
4642.857,17357.311
4655.238,17344.387
4667.619,17297.361
4680.000,17219.988
4692.381,17188.627
4704.762,17068.537
4717.143,16968.211
4729.524,16897.592
4741.905,16855.520
4754.286,16940.801
4766.667,16923.520
4779.048,16931.430
4791.429,17005.689
4803.810,16959.316
4816.190,16986.195
4828.571,17069.869
4840.953,17097.256
4853.333,17147.361
4865.714,17179.641
4878.095,17219.824
4890.476,17283.645
4902.857,17334.959
4915.238,17351.518
4927.619,17418.453
4940.000,17410.480
4952.381,17386.184
4964.762,17389.617
4977.143,17388.207
4989.524,17314.984
5001.905,17252.727
5014.286,17137.865
5026.667,17025.959
5039.048,16950.082
5051.429,16915.588
5063.810,16784.953
5076.190,16761.658
5088.571,16734.818
5100.953,16725.182
5113.333,16725.670
5125.714,16803.900
5138.095,16745.316
5150.476,16800.322
5162.857,16911.000
5175.238,16968.174
5187.619,17099.465
5200.000,17135.521
5212.381,17054.291
5224.762,17000.293
5237.143,16903.732
5249.524,16756.588
5261.905,16668.891
5274.286,16546.057
5286.667,16345.885
5299.048,16244.423
5311.429,16167.707
5323.810,16145.237
5336.190,16124.625
5348.571,16242.508
5360.953,16232.934
5373.333,16236.030
5385.714,16336.851
5398.095,16316.680
5410.476,16324.911
5422.857,16442.959
5435.238,16356.281
5447.619,16350.537
5460.000,16410.023
5472.381,16267.412
5484.762,16245.383
5497.143,16295.375
5509.524,16270.642
5521.905,16284.313
5534.286,16303.311
5546.667,16314.152
5559.048,16362.514
5571.429,16281.778
5583.810,16236.393
5596.190,16181.005
5608.571,16116.585
5620.953,16077.387
5633.333,15952.731
5645.714,15848.787
5658.095,15848.011
5670.476,15812.232
5682.857,15759.553
5695.238,15804.280
5707.619,15793.850
5720.000,15735.479
5732.381,15811.477
5744.762,15878.819
5757.143,15862.304
5769.524,15895.829
5781.905,15922.529
5794.286,15863.305
5806.667,15851.482
5819.048,15797.413
5831.429,15661.304
5843.810,15623.249
5856.190,15491.659
5868.571,15387.748
5880.953,15313.327
5893.333,15232.077
5905.714,15224.555
5918.095,15132.005
5930.476,15104.887
5942.857,15109.855
5955.238,15076.559
5967.619,15107.249
5980.000,15108.423
5992.381,15058.725
6004.762,15039.685
6017.143,14926.242
6029.524,14830.479
6041.905,14769.251
6054.286,14672.031
6066.667,14679.001
6079.048,14685.241
6091.429,14668.022
6103.810,14649.150
6116.190,14593.149
6128.571,14617.604
6140.953,14579.121
6153.333,14515.273
6165.714,14557.378
6178.095,14462.557
6190.476,14386.057
6202.857,14318.535
6215.238,14139.275
6227.619,14036.349
6240.000,13998.398
6252.381,13936.802
6264.762,13881.682
6277.143,13904.635
6289.524,13887.461
6301.905,13869.450
6314.286,13937.360
6326.667,13967.599
6339.048,13989.383
6351.429,13970.713
6363.810,13972.506
6376.190,13966.421
6388.572,13920.444
6400.953,13916.160
6413.333,13890.477
6425.714,13853.488
6438.095,13777.746
6450.476,13680.000
6462.857,13555.768
6475.238,13461.405
6487.619,13412.149
6500.000,13317.628
6512.381,13201.384
6524.762,13159.535
6537.143,13104.053
6549.524,13096.438
6561.905,13078.746
6574.286,13100.694
6586.667,13130.717
6599.048,13107.264
6611.429,13120.942
6623.810,13057.134
6636.190,12986.454
6648.572,12910.001
6660.953,12845.813
6673.333,12742.485
6685.714,12682.086
6698.095,12661.624
6710.476,12633.778
6722.857,12587.303
6735.238,12670.197
6747.619,12673.109
6760.000,12653.743
6772.381,12761.690
6784.762,12753.630
6797.143,12735.125
6809.524,12763.577
6821.905,12754.034
6834.286,12681.731
6846.667,12684.037
6859.048,12660.100
6871.429,12601.283
6883.810,12595.061
6896.190,12557.797
6908.572,12477.092
6920.953,12404.486
6933.333,12370.401
6945.714,12302.979
6958.095,12235.256
6970.476,12168.226
6982.857,12129.377
6995.238,12093.544
7007.619,12090.053
7020.000,12081.690
7032.381,12037.086
7044.762,12008.271
7057.143,11958.771
7069.524,11855.074
7081.905,11768.903
7094.286,11685.957
7106.667,11622.950
7119.048,11592.569
7131.429,11577.274
7143.810,11586.402
7156.190,11594.384
7168.572,11560.017
7180.953,11605.349
7193.333,11624.510
7205.714,11600.071
7218.095,11596.865
7230.476,11553.455
7242.857,11531.644
7255.238,11486.500
7267.619,11455.181
7280.000,11399.702
7292.381,11357.288
7304.762,11316.668
7317.143,11298.114
7329.524,11248.831
7341.905,11224.290
7354.286,11216.650
7366.667,11176.599
7379.048,11155.980
7391.429,11141.616
7403.810,11110.633
7416.190,11089.690
7428.572,11027.994
7440.953,10952.630
7453.333,10884.474
7465.714,10792.052
7478.095,10759.006
7490.476,10722.098
7502.857,10683.091
7515.238,10699.318
7527.619,10686.136
7540.000,10662.883
7552.381,10688.438
7564.762,10715.798
7577.143,10698.612
7589.524,10706.766
7601.905,10697.218
7614.286,10644.313
7626.667,10603.313
7639.048,10538.444
7651.429,10435.033
7663.810,10359.778
