X,Y
12.381,9618.048
24.762,9411.833
37.143,9208.182
49.524,9208.938
61.905,9233.571
74.286,9361.262
86.667,9502.050
99.048,9499.575
111.429,9433.491
123.810,9260.217
136.190,9140.833
148.571,9054.378
160.952,8853.535
173.333,8737.849
185.714,8603.404
198.095,8498.051
210.476,8370.800
222.857,8263.797
235.238,8231.029
247.619,8174.389
260.000,8160.262
272.381,8205.432
284.762,8188.448
297.143,8386.054
309.524,8535.557
321.905,8686.203
334.286,9000.293
346.667,9079.952
359.048,8977.500
371.429,9072.346
383.810,8675.512
396.190,8585.324
408.571,8553.447
420.952,8443.917
433.333,8405.712
445.714,8420.167
458.095,8478.526
470.476,8629.406
482.857,8775.603
495.238,8860.514
507.619,8958.397
520.000,8948.980
532.381,8979.158
544.762,8854.910
557.143,8733.437
569.524,8505.729
581.905,8326.756
594.286,8200.533
606.667,8073.019
619.048,8018.199
631.429,8037.586
643.810,8093.866
656.190,8141.737
668.571,8197.418
680.952,8280.117
693.333,8319.137
705.714,8396.265
718.095,8412.581
730.476,8382.757
742.857,8311.036
755.238,8362.523
767.619,8366.801
780.000,8370.032
792.381,8399.773
804.762,8441.378
817.143,8419.788
829.524,8473.396
841.905,8491.400
854.286,8505.503
866.667,8614.143
879.048,8722.951
891.429,8668.108
903.810,8697.674
916.190,8652.652
928.571,8607.728
940.952,8639.238
953.333,8651.578
965.714,8702.599
978.095,8747.544
990.476,8860.184
1002.857,8947.610
1015.238,9068.708
1027.619,9101.909
1040.000,9099.839
1052.381,9157.526
1064.762,9155.449
1077.143,9177.632
1089.524,9176.337
1101.905,9146.171
1114.286,9140.378
1126.667,9124.519
1139.048,9117.231
1151.429,9126.532
1163.810,9079.296
1176.191,9053.221
1188.571,9030.410
1200.952,9066.704
1213.333,9082.403
1225.714,9062.957
1238.095,9164.843
1250.476,9235.866
1262.857,9277.536
1275.238,9345.610
1287.619,9393.755
1300.000,9416.312
1312.381,9420.866
1324.762,9439.616
1337.143,9421.505
1349.524,9412.094
1361.905,9437.255
1374.286,9452.095
1386.667,9547.130
1399.048,9591.660
1411.429,9612.935
1423.810,9597.754
1436.191,9597.455
1448.571,9575.905
1460.952,9555.135
1473.333,9519.103
1485.714,9436.738
1498.095,9410.613
1510.476,9415.809
1522.857,9459.040
1535.238,9507.415
1547.619,9539.774
1560.000,9537.086
1572.381,9532.021
1584.762,9533.164
1597.143,9573.610
1609.524,9660.902
1621.905,9735.022
1634.286,9798.037
1646.667,9835.293
1659.048,9851.638
1671.429,9862.402
1683.810,9961.677
1696.191,10000.789
1708.571,10051.326
1720.952,10110.296
1733.333,10118.796
1745.714,10055.042
1758.095,10002.999
1770.476,9940.357
1782.857,9935.012
1795.238,10050.588
1807.619,10119.811
1820.000,10179.065
1832.381,10326.916
1844.762,10394.018
1857.143,10368.665
1869.524,10386.610
1881.905,10337.663
1894.286,10284.618
1906.667,10301.358
1919.048,10281.205
1931.429,10252.641
1943.810,10257.556
1956.191,10286.892
1968.571,10337.853
1980.952,10408.732
1993.333,10462.588
2005.714,10540.545
2018.095,10625.589
2030.476,10598.373
2042.857,10617.123
2055.238,10625.543
2067.619,10617.066
2080.000,10640.622
2092.381,10623.000
2104.762,10554.247
2117.143,10494.864
2129.524,10356.284
2141.905,10217.241
2154.286,10170.781
2166.667,10002.719
2179.048,9846.637
2191.429,9714.179
2203.810,9629.405
2216.190,9584.785
2228.572,9536.185
2240.952,9631.851
2253.333,9657.392
2265.714,9586.526
2278.095,9610.733
2290.476,9540.535
2302.857,9479.700
2315.238,9507.732
2327.619,9556.463
2340.000,9596.244
2352.381,9655.090
2364.762,9635.749
2377.143,9630.024
2389.524,9544.444
2401.905,9493.158
2414.286,9549.024
2426.667,9525.988
2439.048,9604.524
2451.429,9735.875
2463.810,9791.745
2476.190,9901.285
2488.572,9960.082
2500.952,10000.596
2513.333,10009.817
2525.714,9994.290
2538.095,9925.408
2550.476,9812.371
2562.857,9666.546
2575.238,9574.641
2587.619,9510.764
2600.000,9472.341
2612.381,9550.869
2624.762,9625.543
2637.143,9631.562
2649.524,9654.078
2661.905,9589.350
2674.286,9487.727
2686.667,9390.758
2699.048,9309.132
2711.429,9194.272
2723.810,9172.347
2736.190,9168.016
2748.572,9190.097
2760.952,9227.111
2773.333,9287.453
2785.714,9346.549
2798.095,9350.301
2810.476,9379.072
2822.857,9377.861
2835.238,9393.059
2847.619,9385.761
2860.000,9396.468
2872.381,9330.242
2884.762,9299.854
2897.143,9233.302
2909.524,9251.401
2921.905,9260.077
2934.286,9206.533
2946.667,9220.368
2959.048,9210.766
2971.429,9074.510
2983.810,9083.297
2996.190,9006.852
3008.572,9002.967
3020.952,9104.131
