,K,n,err_K,err_n,ymin,ymax
120,2079.8735389658978,1.0714511648806608,71.69969252148395,0.032634502030091356,0.4480045074220671,0.9850019988114257
360,480.0528282202754,1.3931556631299393,17.77360670782759,0.05363094368096463,0.14084235381014049,0.9139673113435881
