,K,n,err_K,err_n,ymin,ymax
120,879.7751824536452,1.149553212485707,37.14842797905664,0.061974609627600895,0.22655858230993564,0.8773283207581911
360,950.0808938388776,1.0000000000000002,127.74850417431591,0.13407006700899585,0.3853058685673334,0.8137730117931593
