,Replicate,treat,strain,rep,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720
0,1,0,pAL103,1,0.8329527911716291,0.837840639494499,0.8204301331628,0.8270865197790426,0.8309607266920003,0.8595721767476604,0.8837931097833831,0.9006408388811991,0.9185786413523097,0.9341289967985458,0.9389354640811406,0.940585304527579,0.9477442101894764,0.9480855838109383,0.9441620863987088,0.9544274048584458,0.9512362263092571,0.937935463435402,0.945013953282177,0.9354587451731993,0.9192411187005529,0.9200026413728954,0.91440957822216,0.904189635373023,0.9033595947674966,0.9025509394360366,0.9090056357710566,0.904457389728718,0.9093434644976233,0.9128728828227787,0.916255241803981,0.9215031445425736,0.9346944170482865,0.9360380163226635,0.946606591112458,0.9459822526363801,0.9435780981063364,0.9395667593697019,0.9282576249212765,0.9276594540839619,0.9141147220616813,0.9098051471320957,0.8995322335552294,0.8927287597822888,0.882998006059993,0.8673918885120901,0.8612695452500663,0.8476137264406881,0.8367989950727739,0.8312618119453208,0.8239961675756853,0.8192640797397206,0.8155018842371383,0.8090032393994792,0.8090971760300939,0.8032278509460129,0.8039298746544514,0.8010209306875334,0.802805894744867,0.7992409300067311,0.802524364056182,0.7983889689902097,0.7990961827754998,0.7991087363103178,0.8020810330076519,0.809804099901006,0.8125326856662131,0.8204242289028586,0.8309851570165441,0.8407295356141578,0.8417571251183168,0.8530835988051646,0.8619583712011339,0.875735272307577,0.8878547264809222,0.8877088294951941,0.8868723221402378,0.8934481441927272,0.8899864893652978,0.8726162287598656,0.8593533584332244,0.8492757445587534,0.8426653597893028,0.8337958790519996,0.8259921930603751,0.8203970559399143,0.817777573385401,0.8108569507918575,0.8071849685953334,0.8052573226459617,0.8035000022940638,0.7939521797054018,0.7960850524680888,0.7889210105273148,0.7877272401611578,0.7889974015547194,0.7890089031735099,0.7848173174087464,0.7842709286752405,0.7823262731969698,0.7758193713056835,0.7766043773357991,0.7754155921775417,0.7807477539290268,0.7748699135531688,0.7839966664105943,0.7933705353392979,0.7908639976497419,0.8005863578758708,0.8122218317999134,0.8198363276960663,0.8321794833761422,0.8378032398801801,0.8490163516480953,0.8510270026711764,0.8473975693193063,0.8423523882621459,0.8296598898913472,0.8309196683515186,0.8171447070081775,0.8050337784394619,0.7893106872552076,0.7848834125973713,0.7878957551527441,0.7773006708572163,0.772006768897807,0.7725271833594152,0.7508634174937265,0.7612379594207435,0.7568372766500521,0.7580201870094361,0.7549687446123381,0.7627553544016511,0.7960501500529014,0.7841987589423295,0.7730856957354387,0.7715369702540126,0.7735541135830335,0.7660449306463153,0.7715049850580326,0.7679711617681807,0.7742230950830458,0.7815517823609833,0.7909563172568926,0.7965542984429629
1,1,0,pAL103,2,0.8398843517664428,0.8539257388862942,0.834507501454955,0.8327479569969023,0.8426666705665988,0.8690134990925795,0.8963202199396715,0.9142719059645202,0.9320721093444734,0.9444126368320167,0.9466426273832772,0.9447651495935367,0.9586081423216978,0.9618567647844216,0.9585897295547552,0.9706584430322853,0.9557894406223547,0.9551006699522752,0.9517789351131849,0.9464777116210741,0.9334295504311162,0.930607121027213,0.921985467599441,0.9105270914771539,0.9123009977539341,0.9112373252655733,0.9155887292486068,0.906554278663401,0.9042064971729925,0.9090637019744456,0.9136217126755628,0.9125237883522966,0.9216964500839742,0.9256130992760387,0.9341861519152751,0.9361676994952866,0.9266275732449173,0.9262237268421241,0.9153567262803847,0.9114273210281381,0.9034331922141586,0.8979521853239764,0.8906733561068741,0.8801494525136708,0.8699823370507755,0.8556781486107929,0.8488421030012411,0.8370947541372323,0.8276555824541204,0.8208894966691337,0.8205446106081665,0.8136904342394113,0.807119231324632,0.8070624757036101,0.8016548098599086,0.7990847131316035,0.8005590745947004,0.7929609673495223,0.7946164498841531,0.7959017607762238,0.7939452405745681,0.7963375604476678,0.793041081084391,0.7958782226662756,0.7958438960920539,0.8034241377382709,0.8064645350979259,0.8157047867742865,0.8286045275141359,0.8364511217454742,0.8362800189129183,0.8493198341952687,0.8580814455318574,0.8735914980829211,0.8857807138129677,0.8821580281155552,0.8833579928943499,0.8888236696236886,0.8816613517673786,0.8715995367682378,0.8566851544759875,0.8453143908438385,0.8384273182741518,0.8310065802572185,0.821575711458071,0.8191913664156053,0.8162599151823755,0.8081476134295519,0.8051964260756139,0.8006780061816758,0.7988914305939506,0.7895184706896579,0.79426890800271,0.7870818904922868,0.7841654319638609,0.7815714840357005,0.780260485507467,0.7785346856495698,0.7774689078207505,0.7769127446249432,0.7670148979771437,0.7706556602762307,0.7698032013661298,0.7746454044578598,0.769449372912279,0.774273193362917,0.7899846445903268,0.7835846204854329,0.7936508260607561,0.8041092253404813,0.8133332848699966,0.8264026173380574,0.8301674292921138,0.8412389259633933,0.8432885712381166,0.8406241371947272,0.8388555941946905,0.8283088635366926,0.8195009092276168,0.8089947021418592,0.7985442785111863,0.7913633325511178,0.7821573606849476,0.7774587266941138,0.771966643094921,0.7693915063342784,0.765140475718258,0.7477704173045261,0.7580131009394052,0.7543645451140543,0.7520392005387562,0.7494834502495539,0.7534016080301602,0.7871019951765378,0.77414517395907,0.7684775038158437,0.763066406392011,0.7589079566192412,0.7580029162044801,0.7603975536090528,0.7609983250113972,0.7649845825153162,0.7709631323626049,0.7800913878145332,0.7850636866419246
2,1,1,pAL103,1,0.8183181391567632,0.8173579365500725,0.8164560421785303,0.8070524405051247,0.8144208639724194,0.838058054250821,0.85752890527383,0.8778097172088954,0.8949271898109351,0.9020824923948143,0.9086101619856318,0.9119291619109452,0.9103041816016781,0.9137626128526094,0.9122082477534997,0.920105570551519,0.9098935354923513,0.9053816341891779,0.8928089130093076,0.8847232518098597,0.8776716074933665,0.8673696083311264,0.8706536748958214,0.8595427514260694,0.8602721194384874,0.8676931196997401,0.8611714020771323,0.8593813738165712,0.860549803763343,0.8663553582542451,0.8642051641271419,0.8725482840017769,0.8834748316008545,0.8869781063954463,0.8985758651529856,0.9007465151235486,0.8918282695336093,0.8873615089600617,0.8763665444097327,0.8742590693794764,0.8638977889314235,0.8659058659616157,0.8542605269233847,0.8449881953779883,0.8357349337144762,0.8254275068787014,0.8128066057045416,0.805947712518883,0.7899732659469038,0.7864451903102572,0.7819831364818806,0.7759416437120383,0.773037216083591,0.7716014061840606,0.7640243831585517,0.762736109257364,0.761888405520836,0.7583802917785737,0.7551949848238173,0.7597391002058764,0.7588910437487848,0.7601575462882507,0.7580465234953695,0.7582937483452711,0.7585661194740659,0.7676732978494489,0.7735036154852811,0.7800435785487405,0.7895026300981639,0.8008527396107024,0.800692428819068,0.8143713281705467,0.822875275658852,0.8354195904380604,0.8475824357200541,0.8464130308972684,0.8483068730026854,0.8530600909919076,0.852011452401464,0.8408818236567429,0.8273054799751276,0.8106779889708473,0.8130916945122002,0.7993847254615739,0.7973210033373286,0.7912106807092292,0.7920419339465014,0.7839970890006766,0.7828701929578759,0.7799623874721526,0.776301351920709,0.7731885039941281,0.7735630631220333,0.7682137385154865,0.7733586606425233,0.7656460332512027,0.7690614290991421,0.7679483798467159,0.7648360869394861,0.7607768624761168,0.7564243045960096,0.7597011617859288,0.7585994709102047,0.7653805092258096,0.7591337997298137,0.7616540836417048,0.7767695396731037,0.7794832942601141,0.7834987179499739,0.7972823378495228,0.8091570529832021,0.8171411111617752,0.8238297335124742,0.8326636250924707,0.8360367694964904,0.8359228162125456,0.8284228212190824,0.8262998923952807,0.8087407452475589,0.7962757253866104,0.7959017657358359,0.786271720969849,0.7764354476043104,0.7743451241890674,0.7649358058006904,0.7649333374420584,0.759214432953258,0.7445890949547904,0.7515319781838707,0.7465428920214766,0.7530051952167824,0.7455315215975098,0.7519683820625537,0.7853909918702873,0.7695755901608948,0.774195352497453,0.764302566623858,0.7582603976337031,0.7564734270438738,0.7592426588636308,0.7593312892559191,0.7632539401847306,0.7701806291935523,0.7755245705765135,0.7843770697871385
3,1,1,pAL103,2,0.8270289790353239,0.8183270443297719,0.8064613019983116,0.8054202389487948,0.8193407312186852,0.8419270101101978,0.8601903133109333,0.882225354120107,0.903178800041554,0.9115452715032312,0.9172714623342371,0.9175470416375893,0.9186141165238958,0.9195307797026538,0.9144587340132616,0.938990240636166,0.9222650887612208,0.9195354708352337,0.9132606847833059,0.9030522122210665,0.8979119226031308,0.8901144238604641,0.8897396929134589,0.8779075357060948,0.8813456138639775,0.8845151331495068,0.879451797049039,0.8779557491101403,0.8831639437101502,0.8861998377544523,0.8866852704579211,0.8896092608607729,0.9021712429921817,0.904736336066599,0.9119490575511845,0.9133105902205413,0.9061598945846755,0.9029986438186768,0.8884923459093134,0.8872270703561006,0.8736241945541858,0.8701945745273704,0.8613636556848702,0.855403273306492,0.8430127235883663,0.8307800822564272,0.8162737356691152,0.8097997455114617,0.7986260593202275,0.7927461969421965,0.7880564918595959,0.7820921874785141,0.7780975727193724,0.7767412139433523,0.7707097648901603,0.7683153873593748,0.7673222385195496,0.7645116264695233,0.7626638510999345,0.7626017779785397,0.7654742858690377,0.7695247271699794,0.7625757438604169,0.7642698272152192,0.7674324786194229,0.7716336708811091,0.7788771490952933,0.7837351457625934,0.794400313975192,0.8034631389406289,0.8061197243466486,0.8182668527808579,0.8281207232926625,0.8365154945324796,0.8518349887163011,0.8508692815622837,0.8542404159312075,0.8605114252490865,0.8565175922378742,0.8413031970944542,0.8268860706676944,0.8168955466520728,0.80824849729844,0.8083174533502782,0.7976216590587343,0.7913203666330629,0.7897089314205799,0.7827423036216955,0.7863718004262092,0.7767218347711217,0.7724658794193556,0.770523992933795,0.7722124004090011,0.764898857567643,0.7632703117190484,0.765482025376051,0.7620939090377206,0.7615170212186182,0.7575655053952477,0.7551441361723699,0.7490668175114363,0.7506197397833909,0.7514550898342331,0.758235734052016,0.7532836982429324,0.7541225209834315,0.7719923098139138,0.772659753748558,0.7774221089764137,0.787817968222095,0.7930774637185781,0.8060929298585704,0.8069373214326514,0.8198994186908887,0.82046637878022,0.8218184406414476,0.8134257566707936,0.8062378106158836,0.7983487100064418,0.7819555604127424,0.7805785433540935,0.7672617447826733,0.761238955655355,0.7570027892320735,0.7508167242472821,0.7480889429176613,0.7463865872723663,0.7321270425867891,0.734631099565985,0.7286218418618811,0.7310913734031372,0.7279101895667943,0.7323741214483194,0.7683827773619811,0.7513532735070249,0.7514995565627473,0.7419559328297657,0.7374268654823893,0.736710880988559,0.7381883825165737,0.7378835807703159,0.7432733495020305,0.7481064017557163,0.7536624687268133,0.7629389326089898
4,1,10,pAL103,1,0.8460214085148964,0.8305966153986015,0.8325081515502505,0.8269730267470103,0.8450396577642548,0.8523193196443563,0.8728500134144748,0.8889562249769122,0.9054067171729806,0.9221207635881249,0.920473605626768,0.924053198179227,0.9217615676373158,0.9194679335341005,0.9173723648440305,0.9296673916499593,0.9405217941483559,0.9243372918001725,0.9130226846267152,0.9044463302913677,0.8945449429532591,0.8949173071267604,0.8843932376035893,0.8753877279534721,0.8854089150743243,0.8855741896254979,0.8798458010829487,0.8733099544238377,0.8839646899262603,0.8795861320834742,0.8899727371768975,0.8905472237846234,0.9000776917443497,0.9056131034548844,0.9158228632257992,0.9135261383015193,0.9081825531553815,0.9024122277673168,0.8865844565885522,0.8863164906105291,0.873337438505514,0.8712506257356865,0.8652896373323793,0.8506075806150641,0.8421633449164269,0.8289728807856384,0.8256610009310701,0.8158151623513933,0.8017242740858013,0.7934088524303363,0.7941625280548872,0.7855592335842081,0.778217444458038,0.7776849445685039,0.7717944791356198,0.76899774534896,0.7668974179891881,0.7674098264132097,0.7691407860440981,0.7679028689552525,0.7669327599490428,0.7676555828935475,0.7666838020023355,0.7646348942689449,0.7659244233511775,0.7707873985494639,0.7775072503244791,0.7844852433802463,0.7934390040481853,0.8054451766721453,0.8089280239196194,0.8178247398955965,0.8288689189316468,0.8381955873548742,0.851335228228316,0.8502506227173758,0.8510733407400062,0.855066697906345,0.8600523902484933,0.8420620018254429,0.8269228960956305,0.8148750303986176,0.8076782754247963,0.8062626667199082,0.7965787965109147,0.7912948819429432,0.7900088181680197,0.7851777105433799,0.7839485114990365,0.780553437242538,0.7769052817787429,0.7701635731009949,0.769655950567305,0.7685381196449478,0.7643082340605317,0.7593644822045034,0.7613684551669176,0.7595838208566977,0.7595211010562376,0.7557146918897493,0.7543100258997708,0.7513192460679748,0.7540561235099537,0.7556140244715114,0.7539947266918585,0.7607371472949064,0.7708862794719136,0.7731292713294241,0.7747805746987103,0.7909618155305598,0.799038830048746,0.80744959616062,0.8153119376378336,0.8246482241695353,0.8274406457161048,0.8240199150953095,0.8153861479827704,0.8047353292098266,0.7993995447351561,0.7897588470902488,0.7814208463078492,0.772358598558467,0.7655852393409087,0.7590132007213762,0.7532128065253266,0.7524122773965689,0.748437934644962,0.7315221468118462,0.7388161084616071,0.7367843903112403,0.7357891049569899,0.7327135682106366,0.7392438327576635,0.7735405610422434,0.7611275230356069,0.754609326394408,0.7479511635603046,0.7430190748075006,0.7414293047982017,0.7390237076968604,0.744231985781602,0.7484496866526105,0.7560734415513889,0.7579838415864238,0.7646075294731587
5,1,10,pAL103,2,0.8367023194911134,0.8221864671330942,0.8295696884087684,0.8235396475623763,0.8371658827074635,0.848225750796119,0.8670419229852125,0.8827038801691744,0.8951393271427039,0.9066887159658207,0.9063401516407878,0.9171237060199375,0.918208788255642,0.9173181641570122,0.9239379259723285,0.9378861183415143,0.9456332921185311,0.91840277748831,0.9073750718714819,0.8931843264208734,0.8857781059041644,0.880397608794845,0.8773462872284069,0.8602496104836286,0.8821193426775514,0.870952209459038,0.8619244546538939,0.8563165139740304,0.8640635814165782,0.8559530644883405,0.8645146478711986,0.8637237065154701,0.8710393398848321,0.8711981447454051,0.878016664855973,0.8806805606634279,0.8698428201763949,0.8659411954755245,0.854109022764316,0.8490080080981892,0.8379191190115055,0.8380483660831185,0.8272507892579327,0.8133122838397844,0.8060210240874112,0.7891753238708906,0.7825392982895935,0.7742505815715051,0.7635695726140161,0.7537149754456551,0.7507655432832102,0.7445837259283289,0.7362027766695253,0.7364410989419579,0.7338514694111163,0.7301958345762567,0.726507251555974,0.7268676011435709,0.7278760211962725,0.7266016183054599,0.7271615067923471,0.7256609166140866,0.7247533866720639,0.7234465762538135,0.7277028202218099,0.7301693827207142,0.7369744526404373,0.7445687917231226,0.7506747261671187,0.7609219188766926,0.7665157830280778,0.7752687018369915,0.7842815770130886,0.7949207699561804,0.8039998702995519,0.8051345005632699,0.8094045561725365,0.8164869589830057,0.8097470470227863,0.8045947817369901,0.7851104245471546,0.7752252934941479,0.7650727574785395,0.7604122159687693,0.7574313583553239,0.7520312557539284,0.7507689727682255,0.7498568075919277,0.7441785570824677,0.7380746213832784,0.7499577601314114,0.7330777609418718,0.7332555679988952,0.7311958920717508,0.7295965612475666,0.7277143176787123,0.7253241707507145,0.7289011454257482,0.7266693865308094,0.7264762253030006,0.7223813875396093,0.7212777714003584,0.7241314128301439,0.725537381144965,0.7230733600059712,0.729065686174421,0.7422826315099232,0.7441399422553374,0.7475248051763593,0.7638069760468995,0.7684055732113976,0.7782755263522517,0.7875662684898704,0.7941904741956214,0.7986982613284728,0.7990926269721064,0.7924624853046753,0.7847521629096614,0.7777874411014589,0.7619232570449288,0.7625646034676203,0.7481125860001907,0.7458561318318949,0.7410956263660793,0.7357492181393923,0.7325467588101083,0.7328090325216978,0.7162313026227176,0.7229501970930323,0.7220654838672297,0.7168569873703706,0.7202971750795292,0.7216044111973607,0.758638473166664,0.7416469084454715,0.7409255123304861,0.7313003943929803,0.7289343674344038,0.7302190463935193,0.7283760605223017,0.7290546529878883,0.737180888289907,0.7427766372169936,0.7455653787210076,0.7533564794896123
6,1,100,pAL103,1,0.843493998529841,0.850266951301192,0.8449844954039183,0.8409363215950345,0.8574169374580498,0.8554516084027823,0.9038849916142135,0.8972620049396772,0.9136210606265787,0.914214020328603,0.9184008292914146,0.9248095731105487,0.918767409382615,0.9146455880143118,0.9178710331428284,0.9420254877667636,0.9406248613506545,0.9214093806587142,0.912117677713302,0.8893824440454373,0.8889587495283985,0.8831688923884147,0.8962237080247475,0.8712119772181763,0.8664805556481256,0.8760366612941317,0.8660086524642794,0.8699269152376861,0.8725562235060029,0.8668929349046264,0.8709518673127643,0.8767391903384167,0.883940240107282,0.8824899186337996,0.892915957930336,0.8926378473575599,0.8768078706790032,0.8771102091771885,0.8650593010252772,0.8592717795076431,0.8468673847363577,0.8420389637135907,0.8375012245067274,0.8236906643579771,0.8136406366219486,0.7976039123420672,0.7907887184158228,0.7864534590216394,0.771427033086639,0.7654304577551316,0.7588208588392968,0.7584117205317167,0.7530370967218155,0.7483748366519178,0.7450082780633634,0.7408076594951648,0.7360916213018217,0.7375842075012998,0.7374537286036023,0.7362871738896759,0.7371838751306962,0.7378246680010141,0.7332648301700798,0.7377256999301615,0.7407412456058785,0.7450182893661096,0.7482339499568638,0.7613225027439005,0.767656996950541,0.7735409316673992,0.7785183401280437,0.7832381603264633,0.7947226149451412,0.8033452501686937,0.8105674186906077,0.8158656225232351,0.8151682802032253,0.819140780930059,0.8141830032356627,0.7998429560627279,0.7886096115495952,0.778733744118892,0.769422725878886,0.7655414072640467,0.7589541410199503,0.7551064372386637,0.7501376316490819,0.7451140950011842,0.7447084307948733,0.7400334163869716,0.7372230321706688,0.7348210351703481,0.7256578016916648,0.7243854881365727,0.7238812850070531,0.7271756180971286,0.7253989314495978,0.7204721073488484,0.720687980064672,0.7152887253975276,0.7142533045215724,0.7123106182016534,0.7111846553803456,0.715208686615944,0.7108688135765825,0.7101646490366743,0.726214809835336,0.7289211931534243,0.7352164832539931,0.7466400345510742,0.7515265256124728,0.7618880985139379,0.7688070849971506,0.7744866037880473,0.7785108152343796,0.7722923620825777,0.7669945023261788,0.7554106335659141,0.7517579547762374,0.7412346993153229,0.7340787855711514,0.7299318638920752,0.7222530638439718,0.712608351991855,0.7112358620764716,0.7034430945960197,0.7064779020837155,0.6959485906885862,0.6942860751489639,0.6941106486696875,0.6928936006672642,0.6917219650347854,0.6933402662184461,0.7250135402593081,0.7157907673818926,0.7079947728187813,0.6968250233625454,0.7004163765837508,0.6956143616257889,0.6980224940191424,0.6986502591802682,0.7011939952958239,0.7057699481479245,0.7124676997528488,0.7173174669193852
7,1,100,pAL103,2,0.848081212116563,0.8393319513032202,0.8334618784687722,0.8231503772096544,0.84009474293851,0.8480889577833375,0.8879588331246374,0.886849392322817,0.9060691191129827,0.9059157503085606,0.9129855073141175,0.9202348058919737,0.920573399910182,0.9100957821615259,0.9078268997810597,0.9262205317436533,0.9345019342557593,0.9075531273981465,0.9044807847879266,0.8904865429119079,0.8824045755397951,0.8765266735688173,0.8868635227849323,0.8607317117638658,0.8588688286516006,0.8590001281955382,0.8512315690668846,0.8477370354303788,0.8566695796460086,0.8475070873447358,0.8487900622397375,0.8501491138931409,0.8547519574938723,0.8514700007261611,0.8624106648733175,0.8596382124373414,0.8481597581117066,0.8427937844015873,0.8299244712163504,0.8246171059227204,0.8151225096570112,0.8053991798177178,0.7997016160900947,0.7907716828418223,0.7805308268589307,0.7614108511579695,0.7558947802191945,0.750755019086577,0.7396546211457389,0.7333123388904687,0.7264433184227472,0.72874939703717,0.7171009113517314,0.7167034650552114,0.7133687724699433,0.7097374596293878,0.7057144831636462,0.7097363949268259,0.7060260410517023,0.7083024256403158,0.7070923425892958,0.70873381634045,0.7054696456414842,0.7089132986802273,0.7125064769635863,0.7149013471855644,0.7203526122598999,0.729699215937478,0.7378028892269636,0.7437164975614854,0.74883423060713,0.7539012526079385,0.7667328187708173,0.7740380322261174,0.7828416918884015,0.7842228525702523,0.7843069791752276,0.7876311867718858,0.784972452524304,0.7756649035166062,0.7607246912089356,0.7515613821303183,0.7449514054658221,0.7387894974131319,0.7350803320360098,0.7264462551476984,0.7267750876185665,0.7185889193050141,0.7169219190681053,0.7103992553435979,0.7108650284720144,0.7123202418291286,0.7006043151643399,0.7015325164208868,0.7041408822363033,0.6987459098309331,0.6987758823297219,0.6937478836786894,0.6974745140539736,0.6916178788862528,0.687062805166145,0.6880522841232996,0.6858591769210405,0.6905015285846247,0.6868443051151485,0.689264107924042,0.6985585910626781,0.7031533960302108,0.7095803590651176,0.7224308891209738,0.7283618284734065,0.7384767885591225,0.7448569805835602,0.7504413223045762,0.7528816485481435,0.7508523355026073,0.7518093517683454,0.7379120471325897,0.7291355076100069,0.7205142385852731,0.7139181649689481,0.7084934797419759,0.7015798771309356,0.6943814143966675,0.6912613820250906,0.6881675104087551,0.6855198356096225,0.6783471528104204,0.6733272413854728,0.6733521851843954,0.6734020378334938,0.6726371947945131,0.675895874633257,0.7085892268681673,0.6980628359030449,0.6930031195202653,0.6828455340485804,0.6806609358265068,0.6766675140370906,0.6839864920161483,0.6836465005736471,0.6860343674679881,0.6913322628476709,0.6969455336886152,0.7032368971355114
8,1,1000,pAL103,1,0.8471900672282892,0.8447051165406124,0.8417307603150237,0.8390620332026063,0.852545826465144,0.8575191225448738,0.8748074811973259,0.8831498369134487,0.909867900645983,0.9046086528586971,0.9008855537408434,0.9005696208435491,0.8973627933064393,0.8846410706047915,0.8746710652706429,0.8923460287612975,0.8678305104811249,0.8528560006220587,0.8343923290402321,0.8223503701452782,0.7964201498638144,0.778109683488049,0.7577617631046805,0.7500994888840643,0.7180443586707258,0.7054636065160123,0.6879046932498115,0.6778163728696958,0.6664710015184612,0.6497376118749021,0.6386175932807897,0.6274498442947242,0.6217482540544144,0.6102072831386781,0.6033386515437008,0.592314096766178,0.575765901536035,0.5641781676398288,0.5476348102050513,0.5395519357500569,0.5261605554694448,0.5138573621789673,0.5087254311245574,0.4957509971271616,0.48463639788832175,0.46989206243364834,0.4657738255262617,0.4600825648134418,0.4507421398889923,0.4458219936746572,0.44157918540961805,0.4399761561501757,0.43644070983361605,0.43133447402619973,0.43001963046000735,0.42939265913192004,0.42753717964577403,0.43000461232002124,0.42880239504975365,0.42811372470317743,0.4303294792146955,0.4289253220139404,0.43014998657434583,0.4273628049934069,0.42825684621511956,0.4292985544878366,0.4284555545319673,0.43254272748010464,0.43367509685204747,0.43672559913180575,0.43685146429366867,0.44232249064984924,0.44362081284105576,0.4486363109454654,0.4517978463830104,0.45444065245089604,0.45627681467398773,0.455391498978905,0.45143396143065473,0.4445457217285152,0.4321788656230967,0.4276205335977109,0.42353111084302564,0.4209593263481861,0.41550240700554236,0.41121738451939843,0.41221149872529506,0.4062572708575099,0.40323813634884526,0.40131955754605525,0.40187350406876965,0.393900361602251,0.3924587271598828,0.39084433558567133,0.3923499796487256,0.3862357605909742,0.38557144896227363,0.38329399111813245,0.38482520964884487,0.3816340491285385,0.37855470167740723,0.37967619046705475,0.3780034068462836,0.37747505603146214,0.3768836946265918,0.3787467441107745,0.38264204558508597,0.3846897364244932,0.3868666309814424,0.39456270442386016,0.3942105755777945,0.3988282005668026,0.40571360016624397,0.404666507674743,0.4100124810102703,0.40496180563733736,0.4005716269222941,0.39518917862350866,0.3960073553098375,0.38693208740719276,0.3836084427438295,0.378378043200893,0.3745423484056597,0.37373300381461966,0.3693474099518666,0.3682952428901336,0.3660998689734213,0.3611580350265704,0.36036454921181266,0.36090095274317624,0.36024317389300586,0.359453062557519,0.3601381455855248,0.37705086782141417,0.3698079510215979,0.3681077195269502,0.3658801737544435,0.36198618228103496,0.36286226949786066,0.36262591528475385,0.36440639855126217,0.36501127438251985,0.3695595191028161,0.37317005376094425,0.3745992808475823
9,1,1000,pAL103,2,0.8276197214759454,0.8219055769746575,0.8217154977505428,0.8167270030778696,0.8351164119581614,0.8389403019641964,0.8610373930096914,0.8706060913461161,0.8907082408535536,0.8904564371633634,0.8918717561775523,0.8996546948743063,0.8913880598187952,0.8797897161313761,0.868211310962469,0.8848473721762192,0.8661010946829315,0.846691013233861,0.8287919680044848,0.8123396456671124,0.7935111625715859,0.7757996907991302,0.7586079372663596,0.7495594968671637,0.726255785222242,0.711305520977589,0.6964864415612564,0.6843388532084045,0.6677317972630771,0.6514362053369852,0.6443306775137501,0.6310653965919075,0.6252371731052733,0.6132666723574292,0.6065829116832028,0.5966076429380367,0.5788873568017331,0.5663432216182898,0.5490423036091626,0.5413255691259712,0.5294170396673277,0.5183294155541508,0.5084695602723422,0.4972945320130774,0.48620327581775585,0.4739523359878044,0.46865648620283373,0.46021082113080575,0.4495850239155618,0.4434669895924907,0.439280923884037,0.43682150217974647,0.4327778573518088,0.42719478882543993,0.4262408113985545,0.42772187057498645,0.4230234876834795,0.42343752061315154,0.42208673833042754,0.42309754478994344,0.4266128772724917,0.4242944943589456,0.42230579969452947,0.4212871410327847,0.4212023480454263,0.4239414920997786,0.4222534709632971,0.4246982108866836,0.42744612668147547,0.430511866012926,0.431418004386951,0.4344375481638203,0.4381725175268416,0.44261393495089685,0.4447692220533747,0.4478902716264174,0.44800767002145414,0.4465414685396532,0.44407260991441033,0.4372442532557931,0.42606309806185844,0.4223128491129286,0.4170139342494504,0.41361635790576856,0.40925462236261156,0.40590795248188005,0.4033097980951136,0.4010131344377431,0.39498143206881486,0.39529814161338045,0.39547548925150944,0.3888024456978727,0.38632546905828336,0.38450351395491633,0.3829782253514978,0.3820135792729942,0.3814834628998127,0.3789749269782098,0.3801088852033555,0.37324933151186307,0.372923496431891,0.372908295208466,0.37115859067621604,0.37056490944638953,0.37061078818034987,0.3719697246809203,0.37774933169681246,0.379081250537355,0.38053951339521486,0.38946290237785797,0.38936300635015875,0.39284187976981266,0.40008613143266497,0.39988232437135685,0.3994007163994702,0.3988630390724963,0.39442493061574585,0.3901530173502137,0.3847130912970189,0.38121719800531634,0.37706625552443473,0.3743655335943073,0.3677921791949019,0.3671139554097103,0.36469359802211476,0.362397921712595,0.35979315447355337,0.3581618951511304,0.35509464775001026,0.35521058595068555,0.35293907783632245,0.3568505063021642,0.3576723174989356,0.3733192996463951,0.36282272717907393,0.36446236443215446,0.36171246877270335,0.35720582028091624,0.35932704930108134,0.35779848616592097,0.35796280363100846,0.35964315012334924,0.3644193963521473,0.3664037392111407,0.36861885280678164
