,K,n,err_K,err_n,ymin,ymax
120,1402.331541742462,1.0000000000000107,41.160866829489905,0.02781390069519004,0.3912656213502732,0.9300673198775097
360,31618.58279952221,2.9999999999999996,26502.84646772443,2.184156837720601,0.6400035940059865,0.8477820684552202
