treats,rep,dCq
0.0,1,0.0
0.0,2,0.0
0.0,3,0.0
0.1,1,0.0
0.1,2,0.0
0.1,3,0.0
1.0,1,0.0
1.0,2,0.0
1.0,3,0.0
10.0,1,0.0
10.0,2,0.0
10.0,3,0.0
100.0,1,0.0
100.0,2,0.0
100.0,3,0.0
1000.0,1,0.0
1000.0,2,0.0
1000.0,3,0.0
10000.0,1,0.0
10000.0,2,0.0
10000.0,3,0.0
